date,temperature,humidity,precip,precip_type,windspeed,sealevelpressure,conditions,year,month,quarter
2016-01-19,-8.8,40.4,0.0,rain,10.8,1031.1,Clear,2016,1,1
2016-01-20,-7.4,57.1,0.0,rain,10.8,1034.9,Partially cloudy,2016,1,1
2016-01-21,-5.7,81.6,0.0,rain,8.9,1034.0,Partially cloudy,2016,1,1
2016-01-22,-9.7,30.3,0.0,rain,32.4,1042.9,Partially cloudy,2016,1,1
2016-01-23,-15.0,23.8,0.0,rain,46.8,1044.4,Clear,2016,1,1
2016-01-24,-9.2,26.7,0.0,rain,46.8,1039.7,Partially cloudy,2016,1,1
2016-01-25,-3.6,24.7,0.0,rain,36.0,1030.5,Clear,2016,1,1
2016-01-26,-1.4,23.3,0.0,rain,25.2,1028.2,Clear,2016,1,1
2016-01-27,-5.0,41.8,0.0,rain,10.8,1027.8,Clear,2016,1,1
2016-01-28,-3.1,39.7,0.0,rain,14.4,1029.8,Partially cloudy,2016,1,1
2016-01-29,-5.3,47.0,0.0,rain,14.4,1035.5,Partially cloudy,2016,1,1
2016-01-30,-6.3,40.9,0.0,rain,21.6,1035.9,Partially cloudy,2016,1,1
2016-01-31,-5.3,29.3,0.0,rain,25.2,1037.3,Clear,2016,1,1
2016-02-01,-2.7,32.8,0.0,rain,32.4,1035.7,Clear,2016,2,1
2016-02-02,-1.7,29.9,0.0,rain,18.0,1031.0,Clear,2016,2,1
2016-02-03,-1.5,32.3,0.0,rain,21.6,1028.0,Partially cloudy,2016,2,1
2016-02-04,-0.1,26.3,0.0,rain,18.0,1030.7,Partially cloudy,2016,2,1
2016-02-05,0.2,25.7,0.0,rain,32.6,1030.9,Clear,2016,2,1
2016-02-06,-0.8,32.9,0.0,rain,21.6,1029.3,Clear,2016,2,1
2016-02-07,0.2,33.9,0.0,rain,36.0,1020.2,Clear,2016,2,1
2016-02-08,3.2,32.5,0.0,rain,36.3,1015.0,Clear,2016,2,1
2016-02-09,2.9,35.3,0.0,rain,14.4,1021.4,Clear,2016,2,1
2016-02-10,1.2,43.9,0.0,rain,8.9,1018.2,Partially cloudy,2016,2,1
2016-02-11,3.5,62.7,0.0,rain,10.8,1016.7,Partially cloudy,2016,2,1
2016-02-12,4.2,76.3,0.0,rain,19.9,1016.1,"Rain, Partially cloudy",2016,2,1
2016-02-13,0.5,52.3,0.0,"rain,snow",46.8,1025.5,"Snow, Rain, Partially cloudy",2016,2,1
2016-02-14,-3.9,29.5,0.0,rain,39.6,1031.8,Clear,2016,2,1
2016-02-15,-1.0,31.0,0.0,rain,39.6,1026.3,Clear,2016,2,1
2016-02-16,3.6,28.3,0.0,rain,36.0,1022.9,Clear,2016,2,1
2016-02-17,3.1,42.5,0.0,rain,18.0,1022.1,Partially cloudy,2016,2,1
2016-02-18,5.4,22.5,0.0,rain,32.4,1020.3,Partially cloudy,2016,2,1
2016-02-19,2.4,29.3,0.0,rain,36.0,1029.1,Partially cloudy,2016,2,1
2016-02-20,-0.2,25.0,0.0,rain,28.8,1030.5,Clear,2016,2,1
2016-02-21,-0.8,46.4,0.0,rain,21.6,1026.5,Partially cloudy,2016,2,1
2016-02-22,1.8,45.2,0.0,rain,32.4,1027.6,Partially cloudy,2016,2,1
2016-02-23,-0.7,25.8,0.0,rain,39.6,1038.3,Clear,2016,2,1
2016-02-24,-0.4,31.6,0.0,rain,32.4,1035.1,Clear,2016,2,1
2016-02-25,0.9,29.6,0.0,rain,21.6,1032.4,Partially cloudy,2016,2,1
2016-02-26,3.1,26.7,0.0,rain,21.6,1025.9,Partially cloudy,2016,2,1
2016-02-27,3.4,38.7,0.0,rain,21.6,1024.7,Partially cloudy,2016,2,1
2016-02-28,0.6,44.2,0.0,"rain,snow",39.6,1030.3,"Snow, Rain, Partially cloudy",2016,2,1
2016-02-29,-0.9,30.0,0.0,rain,18.0,1033.4,Partially cloudy,2016,2,1
2016-03-01,2.3,44.3,0.0,rain,14.4,1024.0,Clear,2016,3,1
2016-03-02,7.0,44.9,0.0,rain,18.0,1016.2,Clear,2016,3,1
2016-03-03,7.7,59.1,0.0,rain,7.2,1012.6,Partially cloudy,2016,3,1
2016-03-04,5.5,71.7,0.0,rain,18.2,1017.6,Partially cloudy,2016,3,1
2016-03-05,8.5,21.2,0.0,rain,39.6,1019.6,Partially cloudy,2016,3,1
2016-03-06,4.4,43.1,0.0,rain,10.8,1017.4,Partially cloudy,2016,3,1
2016-03-07,5.4,29.3,0.0,rain,39.6,1021.7,Clear,2016,3,1
2016-03-08,1.7,17.0,0.0,rain,25.2,1030.7,Partially cloudy,2016,3,1
2016-03-09,1.2,19.3,0.0,rain,28.8,1033.5,Partially cloudy,2016,3,1
2016-03-10,2.5,18.9,0.0,rain,36.0,1030.9,Clear,2016,3,1
2016-03-11,2.4,26.5,0.0,rain,16.3,1024.3,Clear,2016,3,1
2016-03-12,2.8,45.4,0.0,rain,10.8,1018.1,Partially cloudy,2016,3,1
2016-03-13,6.6,26.6,0.0,rain,25.2,1024.1,Clear,2016,3,1
2016-03-14,7.0,39.9,0.0,rain,18.0,1022.4,Partially cloudy,2016,3,1
2016-03-15,8.2,39.6,0.0,rain,16.1,1017.4,Partially cloudy,2016,3,1
2016-03-16,7.9,62.8,0.0,rain,14.4,1016.0,Clear,2016,3,1
2016-03-17,10.0,60.5,0.0,rain,10.8,1011.9,Partially cloudy,2016,3,1
2016-03-18,13.5,42.5,0.0,rain,18.0,1011.9,Clear,2016,3,1
2016-03-19,11.2,36.9,0.0,rain,18.0,1022.0,Partially cloudy,2016,3,1
2016-03-20,11.0,39.9,0.0,rain,14.4,1025.6,Partially cloudy,2016,3,1
2016-03-21,11.5,43.5,0.0,rain,18.0,1022.1,Partially cloudy,2016,3,1
2016-03-22,12.6,41.9,0.0,rain,18.0,1021.9,Partially cloudy,2016,3,1
2016-03-23,9.6,25.2,0.0,rain,21.6,1030.5,Clear,2016,3,1
2016-03-24,8.4,23.2,0.0,rain,14.6,1031.8,Clear,2016,3,1
2016-03-25,9.3,26.1,0.0,rain,18.0,1028.4,Clear,2016,3,1
2016-03-26,12.5,22.5,0.0,rain,20.0,1024.1,Clear,2016,3,1
2016-03-27,15.7,15.4,0.0,rain,21.6,1018.4,Clear,2016,3,1
2016-03-28,15.0,27.1,0.0,rain,32.4,1011.4,Partially cloudy,2016,3,1
2016-03-29,16.0,24.5,0.0,rain,32.4,1015.6,Clear,2016,3,1
2016-03-30,15.5,22.5,0.0,rain,18.0,1016.3,Clear,2016,3,1
2016-03-31,15.1,51.1,0.0,rain,21.6,1007.3,Clear,2016,3,1
2016-04-01,17.6,38.1,0.0,rain,39.6,1008.1,Partially cloudy,2016,4,2
2016-04-02,15.1,21.6,0.0,rain,28.8,1020.0,"Rain, Partially cloudy",2016,4,2
2016-04-03,14.6,18.2,0.0,rain,21.6,1021.2,Partially cloudy,2016,4,2
2016-04-04,14.7,42.3,0.0,rain,21.6,1012.4,Partially cloudy,2016,4,2
2016-04-05,15.1,49.9,0.0,rain,21.6,1012.0,Partially cloudy,2016,4,2
2016-04-06,14.0,51.4,0.0,rain,14.4,1009.4,Partially cloudy,2016,4,2
2016-04-07,17.6,36.0,0.0,rain,36.0,1010.8,Partially cloudy,2016,4,2
2016-04-08,18.0,12.6,0.0,rain,28.8,1013.5,Clear,2016,4,2
2016-04-09,14.9,39.3,0.0,rain,28.8,1009.7,Partially cloudy,2016,4,2
2016-04-10,12.4,31.0,0.0,rain,21.6,1017.5,Partially cloudy,2016,4,2
2016-04-11,10.0,36.0,0.0,rain,18.0,1018.1,Partially cloudy,2016,4,2
2016-04-12,11.1,69.6,0.0,rain,12.8,1007.9,"Rain, Partially cloudy",2016,4,2
2016-04-13,16.7,51.6,0.0,rain,46.8,1004.4,Clear,2016,4,2
2016-04-14,17.8,23.7,0.0,rain,28.8,1014.4,Clear,2016,4,2
2016-04-15,15.5,43.2,0.0,rain,28.8,1012.0,Partially cloudy,2016,4,2
2016-04-16,15.6,47.1,0.0,rain,39.6,1009.4,"Rain, Partially cloudy",2016,4,2
2016-04-17,15.6,20.7,0.0,rain,39.6,1010.9,Partially cloudy,2016,4,2
2016-04-18,15.0,28.3,0.0,rain,28.8,1013.0,Partially cloudy,2016,4,2
2016-04-19,12.5,53.8,0.0,rain,14.4,1016.4,Partially cloudy,2016,4,2
2016-04-20,18.1,42.0,0.0,rain,18.0,1012.1,Partially cloudy,2016,4,2
2016-04-21,19.9,41.3,0.0,rain,43.2,1003.2,Clear,2016,4,2
2016-04-22,18.5,17.8,0.0,rain,39.6,1008.8,Clear,2016,4,2
2016-04-23,16.7,16.8,0.0,rain,18.0,1014.1,Overcast,2016,4,2
2016-04-24,17.0,41.9,0.0,rain,21.6,1010.7,Clear,2016,4,2
2016-04-25,21.3,49.8,0.0,rain,25.2,1011.7,Partially cloudy,2016,4,2
2016-04-26,17.5,41.2,0.0,rain,21.6,1016.0,Partially cloudy,2016,4,2
2016-04-27,15.1,64.2,0.0,rain,18.0,1014.2,Partially cloudy,2016,4,2
2016-04-28,18.0,54.8,0.0,rain,25.2,1014.0,Partially cloudy,2016,4,2
2016-04-29,18.1,54.8,0.0,rain,21.6,1008.0,Partially cloudy,2016,4,2
2016-04-30,21.8,62.3,0.0,rain,18.0,1002.1,Partially cloudy,2016,4,2
2016-05-01,23.3,62.6,0.0,rain,10.8,1000.4,Partially cloudy,2016,5,2
2016-05-02,15.4,69.0,0.0,rain,36.0,1007.9,"Rain, Partially cloudy",2016,5,2
2016-05-03,19.1,37.5,0.0,rain,39.6,1001.4,Clear,2016,5,2
2016-05-04,20.1,32.2,0.0,rain,18.0,1005.1,Partially cloudy,2016,5,2
2016-05-05,20.2,37.8,0.0,rain,19.6,1005.2,Partially cloudy,2016,5,2
2016-05-06,20.6,18.6,0.0,rain,43.2,1011.3,Partially cloudy,2016,5,2
2016-05-07,20.8,19.3,0.0,rain,21.6,1017.0,Partially cloudy,2016,5,2
2016-05-08,19.6,43.7,0.0,rain,25.2,1012.5,Partially cloudy,2016,5,2
2016-05-09,17.8,61.7,0.0,rain,21.6,1011.9,Partially cloudy,2016,5,2
2016-05-10,20.5,52.2,0.0,rain,18.0,1009.0,Partially cloudy,2016,5,2
2016-05-11,22.7,60.4,0.0,rain,21.6,1001.2,Partially cloudy,2016,5,2
2016-05-12,17.1,56.0,0.0,rain,46.8,1009.6,"Rain, Partially cloudy",2016,5,2
2016-05-13,17.0,49.7,0.0,rain,28.8,1020.1,Partially cloudy,2016,5,2
2016-05-14,13.6,84.5,0.0,rain,21.6,1016.9,"Rain, Partially cloudy",2016,5,2
2016-05-15,17.5,51.1,0.0,rain,28.8,1013.1,Clear,2016,5,2
2016-05-16,21.4,39.6,0.0,rain,28.8,1007.9,Clear,2016,5,2
2016-05-17,23.5,45.6,0.0,rain,21.6,1008.5,Clear,2016,5,2
2016-05-18,24.0,50.4,0.0,rain,21.6,1012.0,Partially cloudy,2016,5,2
2016-05-19,23.9,45.3,0.0,rain,21.6,1013.7,Partially cloudy,2016,5,2
2016-05-20,22.5,48.5,0.0,rain,14.4,1015.6,Partially cloudy,2016,5,2
2016-05-21,22.2,47.2,0.0,rain,18.0,1018.5,Partially cloudy,2016,5,2
2016-05-22,23.3,40.5,0.0,rain,12.7,1017.1,Overcast,2016,5,2
2016-05-23,20.5,55.6,0.0,rain,25.2,1009.9,"Rain, Partially cloudy",2016,5,2
2016-05-24,21.1,46.0,0.0,rain,39.6,1003.2,Partially cloudy,2016,5,2
2016-05-25,21.7,43.2,0.0,rain,21.6,1006.0,"Rain, Partially cloudy",2016,5,2
2016-05-26,24.4,32.0,0.0,rain,43.2,1009.0,Partially cloudy,2016,5,2
2016-05-27,23.5,39.9,0.0,rain,25.2,1009.3,Partially cloudy,2016,5,2
2016-05-28,23.5,44.7,0.0,rain,21.6,1005.6,Partially cloudy,2016,5,2
2016-05-29,24.4,34.7,0.0,rain,25.2,1006.4,Clear,2016,5,2
2016-05-30,26.0,46.0,0.0,rain,14.4,1002.9,Partially cloudy,2016,5,2
2016-05-31,24.5,40.3,0.0,rain,20.0,1008.4,Partially cloudy,2016,5,2
2016-06-01,24.2,35.3,0.0,rain,14.4,1012.1,Partially cloudy,2016,6,2
2016-06-02,25.1,34.7,0.0,rain,18.2,1009.0,Partially cloudy,2016,6,2
2016-06-03,24.1,44.7,0.0,rain,12.7,1006.1,Partially cloudy,2016,6,2
2016-06-04,26.0,46.2,0.0,rain,14.6,1006.0,Partially cloudy,2016,6,2
2016-06-05,24.2,55.9,0.0,rain,21.6,1009.5,Partially cloudy,2016,6,2
2016-06-06,23.8,64.8,0.0,rain,21.6,1009.3,Partially cloudy,2016,6,2
2016-06-07,21.8,76.6,0.0,rain,14.4,1011.2,"Rain, Partially cloudy",2016,6,2
2016-06-08,24.3,71.4,0.0,rain,14.4,1008.0,"Rain, Partially cloudy",2016,6,2
2016-06-09,26.5,58.1,0.0,rain,32.4,1005.1,Partially cloudy,2016,6,2
2016-06-10,24.5,67.8,0.0,rain,36.0,1003.2,"Rain, Partially cloudy",2016,6,2
2016-06-11,26.2,37.4,0.0,rain,21.6,1007.0,Partially cloudy,2016,6,2
2016-06-12,25.1,60.1,0.0,rain,18.0,1006.4,Partially cloudy,2016,6,2
2016-06-13,20.0,87.8,0.0,rain,18.0,1003.0,"Rain, Partially cloudy",2016,6,2
2016-06-14,19.5,81.2,0.0,rain,16.1,999.6,"Rain, Partially cloudy",2016,6,2
2016-06-15,23.5,58.0,0.0,rain,14.4,1001.9,"Rain, Partially cloudy",2016,6,2
2016-06-16,26.6,50.5,0.0,rain,16.3,997.9,Partially cloudy,2016,6,2
2016-06-17,25.2,53.3,0.0,rain,16.1,997.7,Partially cloudy,2016,6,2
2016-06-18,26.1,56.3,0.0,rain,21.6,1004.0,Clear,2016,6,2
2016-06-19,28.3,50.7,0.0,rain,18.0,1004.4,Partially cloudy,2016,6,2
2016-06-20,27.5,63.5,0.0,rain,18.0,1002.0,"Rain, Partially cloudy",2016,6,2
2016-06-21,27.9,68.2,0.0,rain,21.6,1001.4,Partially cloudy,2016,6,2
2016-06-22,27.0,66.3,0.0,rain,18.0,1001.9,Partially cloudy,2016,6,2
2016-06-23,26.3,69.5,0.0,rain,25.2,1002.8,Partially cloudy,2016,6,2
2016-06-24,26.2,44.5,0.0,rain,18.0,1005.3,Clear,2016,6,2
2016-06-25,28.9,32.9,0.0,rain,18.0,1006.5,Partially cloudy,2016,6,2
2016-06-26,29.0,40.8,0.0,rain,28.8,1004.9,Partially cloudy,2016,6,2
2016-06-27,25.8,53.1,0.0,rain,21.6,1003.1,"Rain, Partially cloudy",2016,6,2
2016-06-28,20.8,87.8,0.0,rain,14.7,1005.5,"Rain, Partially cloudy",2016,6,2
2016-06-29,24.1,78.5,0.0,rain,12.7,1004.2,"Rain, Partially cloudy",2016,6,2
2016-06-30,26.3,65.9,0.0,rain,18.0,1003.1,Partially cloudy,2016,6,2
2016-07-01,27.5,44.0,0.0,rain,21.6,1003.5,"Rain, Partially cloudy",2016,7,3
2016-07-02,27.3,58.4,0.0,rain,21.6,1004.4,Clear,2016,7,3
2016-07-03,27.5,60.4,0.0,rain,11.1,1005.9,"Rain, Partially cloudy",2016,7,3
2016-07-04,27.6,63.8,0.0,rain,18.0,1007.3,Partially cloudy,2016,7,3
2016-07-05,27.3,59.5,0.0,rain,18.0,1010.2,Partially cloudy,2016,7,3
2016-07-06,28.5,53.6,0.0,rain,14.4,1011.3,Partially cloudy,2016,7,3
2016-07-07,28.3,60.0,0.0,rain,18.0,1010.6,Partially cloudy,2016,7,3
2016-07-08,28.0,68.0,0.0,rain,14.4,1008.1,Partially cloudy,2016,7,3
2016-07-09,30.0,65.1,0.0,rain,18.2,1004.5,Partially cloudy,2016,7,3
2016-07-10,31.2,59.1,0.0,rain,18.0,1002.1,Partially cloudy,2016,7,3
2016-07-11,31.4,56.2,0.0,rain,25.2,999.4,Partially cloudy,2016,7,3
2016-07-12,27.4,69.8,0.0,rain,21.6,999.8,"Rain, Partially cloudy",2016,7,3
2016-07-13,30.0,53.1,0.0,rain,14.4,1003.8,Partially cloudy,2016,7,3
2016-07-14,28.4,53.6,0.0,rain,21.6,1006.1,Partially cloudy,2016,7,3
2016-07-15,21.9,84.2,0.0,rain,14.4,1004.1,"Rain, Partially cloudy",2016,7,3
2016-07-16,23.7,68.7,0.0,rain,14.4,1003.2,"Rain, Partially cloudy",2016,7,3
2016-07-17,26.2,67.5,0.0,rain,10.8,1006.5,Partially cloudy,2016,7,3
2016-07-18,25.4,77.6,0.0,rain,14.4,1007.2,"Rain, Partially cloudy",2016,7,3
2016-07-19,24.3,86.9,0.0,rain,18.0,1007.1,"Rain, Partially cloudy",2016,7,3
2016-07-20,22.2,91.6,0.0,rain,28.8,1001.9,"Rain, Overcast",2016,7,3
2016-07-21,23.9,92.3,0.0,rain,11.0,1000.4,"Rain, Partially cloudy",2016,7,3
2016-07-22,27.2,83.0,0.0,rain,10.8,1000.7,Partially cloudy,2016,7,3
2016-07-23,28.5,83.5,0.0,rain,25.2,1001.0,Partially cloudy,2016,7,3
2016-07-24,28.4,80.1,0.0,rain,21.6,1003.9,Partially cloudy,2016,7,3
2016-07-25,27.8,83.2,0.0,rain,18.0,1002.0,"Rain, Partially cloudy",2016,7,3
2016-07-26,28.7,59.4,0.0,rain,18.0,1003.5,"Rain, Partially cloudy",2016,7,3
2016-07-27,28.3,74.8,0.0,rain,34.9,1001.5,Partially cloudy,2016,7,3
2016-07-28,27.6,73.8,0.0,rain,14.4,1001.3,"Rain, Partially cloudy",2016,7,3
2016-07-29,29.0,79.5,0.0,rain,10.8,1004.2,Partially cloudy,2016,7,3
2016-07-30,27.5,85.4,0.0,rain,14.4,1007.6,"Rain, Partially cloudy",2016,7,3
2016-07-31,25.2,85.9,0.0,rain,14.2,1008.8,Partially cloudy,2016,7,3
2016-08-01,28.1,79.3,0.0,rain,14.4,1008.8,"Rain, Partially cloudy",2016,8,3
2016-08-02,29.2,69.6,0.0,rain,14.4,1009.2,Clear,2016,8,3
2016-08-03,29.9,69.5,0.0,rain,10.8,1009.3,Partially cloudy,2016,8,3
2016-08-04,29.7,74.4,0.0,rain,14.4,1009.4,Partially cloudy,2016,8,3
2016-08-05,28.8,74.9,0.0,rain,14.4,1009.2,Partially cloudy,2016,8,3
2016-08-06,29.0,78.8,0.0,rain,18.0,1005.6,Partially cloudy,2016,8,3
2016-08-07,27.3,74.0,0.0,rain,14.4,1007.4,"Rain, Partially cloudy",2016,8,3
2016-08-08,28.0,65.8,0.0,rain,18.0,1009.3,Partially cloudy,2016,8,3
2016-08-09,27.2,69.4,0.0,rain,21.6,1007.9,Clear,2016,8,3
2016-08-10,29.7,75.4,0.0,rain,18.0,1006.4,Partially cloudy,2016,8,3
2016-08-11,30.8,74.9,0.0,rain,16.3,1006.0,Partially cloudy,2016,8,3
2016-08-12,28.3,83.0,0.0,rain,25.2,1005.1,"Rain, Partially cloudy",2016,8,3
2016-08-13,27.2,70.6,0.0,rain,25.2,1005.3,Partially cloudy,2016,8,3
2016-08-14,28.1,60.0,0.0,rain,18.0,1005.8,"Rain, Partially cloudy",2016,8,3
2016-08-15,25.2,68.5,0.0,rain,18.0,1007.7,"Rain, Partially cloudy",2016,8,3
2016-08-16,26.0,69.7,0.0,rain,14.4,1005.2,"Rain, Partially cloudy",2016,8,3
2016-08-17,25.1,83.6,0.0,rain,7.4,1003.9,Partially cloudy,2016,8,3
2016-08-18,23.4,94.8,0.0,rain,14.4,1001.5,"Rain, Overcast",2016,8,3
2016-08-19,27.6,68.3,0.0,rain,21.6,1005.2,"Rain, Partially cloudy",2016,8,3
2016-08-20,26.9,72.5,0.0,rain,10.8,1008.4,Partially cloudy,2016,8,3
2016-08-21,28.1,70.8,0.0,rain,14.4,1009.0,Partially cloudy,2016,8,3
2016-08-22,28.5,64.3,0.0,rain,14.6,1011.1,Partially cloudy,2016,8,3
2016-08-23,26.7,69.5,0.0,rain,10.8,1006.7,"Rain, Partially cloudy",2016,8,3
2016-08-24,27.3,73.9,0.0,rain,10.8,1004.3,Partially cloudy,2016,8,3
2016-08-25,26.1,48.8,0.0,rain,25.2,1010.5,Clear,2016,8,3
2016-08-26,23.4,44.8,0.0,rain,14.4,1016.1,Clear,2016,8,3
2016-08-27,24.0,49.0,0.0,rain,24.9,1012.6,Clear,2016,8,3
2016-08-28,25.2,44.6,0.0,rain,18.0,1011.7,Clear,2016,8,3
2016-08-29,24.5,49.9,0.0,rain,18.0,1011.6,Partially cloudy,2016,8,3
2016-08-30,25.2,57.2,0.0,rain,10.8,1005.7,Partially cloudy,2016,8,3
2016-08-31,27.0,38.7,0.0,rain,39.6,996.8,Partially cloudy,2016,8,3
2016-09-01,24.5,34.9,0.0,rain,25.2,996.3,Partially cloudy,2016,9,3
2016-09-02,23.7,58.2,0.0,rain,18.0,1002.3,Partially cloudy,2016,9,3
2016-09-03,25.1,62.7,0.0,rain,14.4,1006.9,Partially cloudy,2016,9,3
2016-09-04,24.9,70.1,0.0,rain,18.0,1009.4,Partially cloudy,2016,9,3
2016-09-05,24.7,60.0,0.0,rain,21.6,1009.9,Partially cloudy,2016,9,3
2016-09-06,25.6,55.2,0.0,rain,21.6,1008.2,Overcast,2016,9,3
2016-09-07,24.3,61.0,0.0,rain,14.4,1006.1,"Rain, Partially cloudy",2016,9,3
2016-09-08,24.4,55.6,0.0,rain,18.0,1006.4,Rain,2016,9,3
2016-09-09,24.4,55.1,0.0,rain,14.4,1008.1,Partially cloudy,2016,9,3
2016-09-10,24.3,51.3,0.0,rain,18.0,1009.8,Partially cloudy,2016,9,3
2016-09-11,21.0,78.1,0.0,rain,18.0,1013.7,"Rain, Partially cloudy",2016,9,3
2016-09-12,22.3,69.6,0.0,rain,11.1,1017.0,Partially cloudy,2016,9,3
2016-09-13,22.3,79.9,0.0,rain,10.8,1017.6,Partially cloudy,2016,9,3
2016-09-14,23.1,78.5,0.0,rain,32.4,1016.1,Partially cloudy,2016,9,3
2016-09-15,24.0,74.9,0.0,rain,14.4,1014.0,Clear,2016,9,3
2016-09-16,24.2,78.7,0.0,rain,18.0,1012.4,Partially cloudy,2016,9,3
2016-09-17,21.0,77.2,0.0,rain,18.0,1017.6,Partially cloudy,2016,9,3
2016-09-18,18.8,82.5,0.0,rain,18.0,1020.1,"Rain, Partially cloudy",2016,9,3
2016-09-19,19.0,61.2,0.0,rain,18.0,1021.5,Clear,2016,9,3
2016-09-20,19.1,62.6,0.0,rain,14.4,1020.1,Clear,2016,9,3
2016-09-21,18.1,74.6,0.0,rain,7.2,1019.0,Partially cloudy,2016,9,3
2016-09-22,19.6,77.9,0.0,rain,10.8,1015.0,Partially cloudy,2016,9,3
2016-09-23,21.0,81.9,0.0,rain,14.4,1011.7,"Rain, Partially cloudy",2016,9,3
2016-09-24,22.2,76.6,0.0,rain,14.4,1010.0,"Rain, Partially cloudy",2016,9,3
2016-09-25,22.7,78.4,0.0,rain,12.5,1013.6,Partially cloudy,2016,9,3
2016-09-26,19.5,90.7,0.0,rain,18.0,1013.7,"Rain, Partially cloudy",2016,9,3
2016-09-27,18.0,50.5,0.0,rain,43.2,1020.5,"Rain, Partially cloudy",2016,9,3
2016-09-28,14.4,48.1,0.0,rain,18.0,1025.7,Clear,2016,9,3
2016-09-29,14.2,65.3,0.0,rain,18.0,1019.6,Partially cloudy,2016,9,3
2016-09-30,16.9,66.4,0.0,rain,10.8,1015.3,Partially cloudy,2016,9,3
2016-10-01,18.3,70.0,0.0,rain,10.8,1014.5,Partially cloudy,2016,10,4
2016-10-02,19.2,72.9,0.0,rain,11.1,1012.7,Partially cloudy,2016,10,4
2016-10-03,22.0,75.7,0.0,rain,18.2,1010.7,Partially cloudy,2016,10,4
2016-10-04,16.7,76.4,0.0,rain,25.0,1015.1,"Rain, Partially cloudy",2016,10,4
2016-10-05,16.2,83.1,0.0,rain,12.7,1018.3,Partially cloudy,2016,10,4
2016-10-06,15.0,87.3,0.0,rain,14.4,1024.8,"Rain, Partially cloudy",2016,10,4
2016-10-07,13.2,91.5,0.0,rain,18.0,1019.3,"Rain, Partially cloudy",2016,10,4
2016-10-08,12.3,44.7,0.0,rain,36.0,1022.0,Clear,2016,10,4
2016-10-09,9.7,69.0,0.0,rain,14.4,1023.1,Partially cloudy,2016,10,4
2016-10-10,10.9,78.9,0.0,rain,10.8,1018.2,Clear,2016,10,4
2016-10-11,13.3,77.0,0.0,rain,16.3,1021.5,Partially cloudy,2016,10,4
2016-10-12,14.2,74.6,0.0,rain,14.4,1024.1,Clear,2016,10,4
2016-10-13,15.1,83.6,0.0,rain,7.2,1019.5,Clear,2016,10,4
2016-10-14,15.0,88.2,0.0,rain,10.8,1020.6,Clear,2016,10,4
2016-10-15,14.0,88.8,0.0,rain,10.8,1022.3,Partially cloudy,2016,10,4
2016-10-16,15.4,86.1,0.0,rain,12.5,1018.4,"Rain, Partially cloudy",2016,10,4
2016-10-17,15.4,69.1,0.0,rain,21.6,1020.5,Clear,2016,10,4
2016-10-18,15.5,85.2,0.0,rain,9.1,1019.9,Partially cloudy,2016,10,4
2016-10-19,16.5,88.4,0.0,rain,9.1,1016.5,Partially cloudy,2016,10,4
2016-10-20,13.9,74.6,0.0,rain,19.9,1021.7,"Rain, Partially cloudy",2016,10,4
2016-10-21,10.8,88.6,0.0,rain,14.4,1019.4,"Rain, Partially cloudy",2016,10,4
2016-10-22,12.1,65.7,0.0,rain,18.0,1022.8,"Rain, Partially cloudy",2016,10,4
2016-10-23,10.2,64.6,0.0,rain,14.4,1023.1,Partially cloudy,2016,10,4
2016-10-24,8.6,85.1,0.0,rain,7.2,1017.5,"Rain, Partially cloudy",2016,10,4
2016-10-25,10.6,82.3,0.0,rain,14.4,1014.5,Partially cloudy,2016,10,4
2016-10-26,12.4,54.3,0.0,rain,21.6,1023.6,Partially cloudy,2016,10,4
2016-10-27,8.9,75.5,0.0,rain,18.0,1026.9,"Rain, Overcast",2016,10,4
2016-10-28,8.9,47.6,0.0,rain,32.4,1029.6,"Rain, Partially cloudy",2016,10,4
2016-10-29,5.1,61.6,0.0,rain,25.2,1030.9,Partially cloudy,2016,10,4
2016-10-30,6.3,55.3,0.0,rain,36.0,1026.5,Partially cloudy,2016,10,4
2016-10-31,2.9,23.0,0.0,rain,32.4,1037.5,Clear,2016,10,4
2016-11-01,1.4,55.8,0.0,rain,14.4,1034.0,Partially cloudy,2016,11,4
2016-11-02,4.7,62.8,0.0,rain,14.4,1026.1,Clear,2016,11,4
2016-11-03,4.2,81.3,0.0,rain,10.8,1018.4,Clear,2016,11,4
2016-11-04,4.9,91.2,0.0,rain,10.8,1009.6,Partially cloudy,2016,11,4
2016-11-05,8.4,83.1,0.0,rain,25.2,1014.6,Partially cloudy,2016,11,4
2016-11-06,7.1,53.6,0.0,rain,14.4,1027.1,Partially cloudy,2016,11,4
2016-11-07,8.3,49.3,0.0,rain,36.0,1029.7,"Rain, Partially cloudy",2016,11,4
2016-11-08,4.3,57.7,0.0,rain,14.4,1034.2,Clear,2016,11,4
2016-11-09,2.8,80.2,0.0,rain,10.8,1029.3,Partially cloudy,2016,11,4
2016-11-10,6.7,66.6,0.0,rain,21.6,1015.2,"Rain, Partially cloudy",2016,11,4
2016-11-11,3.9,73.3,0.0,rain,10.8,1014.5,Partially cloudy,2016,11,4
2016-11-12,6.6,64.8,0.0,rain,14.4,1019.8,Partially cloudy,2016,11,4
2016-11-13,7.8,77.7,0.0,rain,7.2,1017.6,Partially cloudy,2016,11,4
2016-11-14,8.5,38.4,0.0,rain,36.0,1021.9,Clear,2016,11,4
2016-11-15,3.4,54.1,0.0,rain,14.4,1025.6,Clear,2016,11,4
