date,temperature,humidity,precip,precip_type,windspeed,sealevelpressure,conditions,year,month,quarter
2015-03-24,9.7,30.3,0.0,rain,21.6,1031.2,Clear,2015,3,1
2015-03-25,10.8,46.4,0.0,rain,18.0,1030.4,Clear,2015,3,1
2015-03-26,13.8,40.0,0.0,rain,21.6,1028.3,Clear,2015,3,1
2015-03-27,14.2,42.7,0.0,rain,21.6,1020.3,Partially cloudy,2015,3,1
2015-03-28,17.5,34.0,0.0,rain,36.0,1012.8,Clear,2015,3,1
2015-03-29,15.5,42.5,0.0,rain,21.6,1014.2,Partially cloudy,2015,3,1
2015-03-30,17.3,50.3,0.0,rain,14.4,1008.8,Partially cloudy,2015,3,1
2015-03-31,12.3,75.9,0.0,rain,14.4,1014.8,"Rain, Partially cloudy",2015,3,1
2015-04-01,9.8,55.3,0.0,rain,14.4,1020.1,Partially cloudy,2015,4,2
2015-04-02,8.8,75.0,0.0,rain,21.6,1003.2,"Rain, Partially cloudy",2015,4,2
2015-04-03,11.9,52.3,0.0,rain,18.0,1011.6,Partially cloudy,2015,4,2
2015-04-04,12.5,52.0,0.0,rain,18.0,1012.3,Partially cloudy,2015,4,2
2015-04-05,12.8,37.6,0.0,rain,39.6,1017.9,Partially cloudy,2015,4,2
2015-04-06,7.3,25.1,0.0,rain,25.2,1030.1,Partially cloudy,2015,4,2
2015-04-07,8.5,24.3,0.0,rain,21.6,1030.9,Clear,2015,4,2
2015-04-08,9.1,49.5,0.0,rain,23.5,1024.2,Partially cloudy,2015,4,2
2015-04-09,11.0,57.6,0.0,rain,21.6,1020.0,Partially cloudy,2015,4,2
2015-04-10,13.9,58.2,0.0,rain,18.0,1019.0,Partially cloudy,2015,4,2
2015-04-11,14.2,66.2,0.0,rain,21.6,1019.7,"Rain, Partially cloudy",2015,4,2
2015-04-12,7.8,51.5,0.0,rain,39.6,1025.5,"Rain, Partially cloudy",2015,4,2
2015-04-13,11.9,42.2,0.0,rain,25.2,1024.5,"Rain, Partially cloudy",2015,4,2
2015-04-14,15.9,46.6,0.0,rain,25.2,1008.0,Partially cloudy,2015,4,2
2015-04-15,17.2,44.8,0.0,rain,50.4,999.7,Partially cloudy,2015,4,2
2015-04-16,16.7,14.0,0.0,rain,50.4,1011.1,Clear,2015,4,2
2015-04-17,17.2,34.0,0.0,rain,25.2,1008.5,Partially cloudy,2015,4,2
2015-04-18,17.9,53.3,0.0,rain,9.2,1010.6,Partially cloudy,2015,4,2
2015-04-19,16.9,43.6,0.0,rain,21.8,1014.1,Partially cloudy,2015,4,2
2015-04-20,15.9,48.5,0.0,rain,28.8,1014.3,Clear,2015,4,2
2015-04-21,18.3,38.3,0.0,rain,28.8,1010.0,Clear,2015,4,2
2015-04-22,18.5,38.1,0.0,rain,25.2,1016.5,Partially cloudy,2015,4,2
2015-04-23,20.1,34.4,0.0,rain,25.2,1014.5,Partially cloudy,2015,4,2
2015-04-24,18.5,40.6,0.0,rain,25.2,1020.3,Partially cloudy,2015,4,2
2015-04-25,22.5,36.3,0.0,rain,25.2,1014.1,Clear,2015,4,2
2015-04-26,24.1,49.4,0.0,rain,25.2,1009.2,Partially cloudy,2015,4,2
2015-04-27,22.0,58.7,0.0,rain,18.0,1005.0,"Rain, Partially cloudy",2015,4,2
2015-04-28,20.4,59.7,0.0,rain,12.7,1010.4,Partially cloudy,2015,4,2
2015-04-29,21.0,65.7,0.0,rain,19.7,1012.8,Clear,2015,4,2
2015-04-30,23.4,58.7,0.0,rain,21.6,1010.5,Clear,2015,4,2
2015-05-01,18.4,72.7,0.0,rain,43.2,1009.3,"Rain, Partially cloudy",2015,5,2
2015-05-02,18.8,69.6,0.0,rain,18.0,1009.9,"Rain, Partially cloudy",2015,5,2
2015-05-03,19.4,31.9,0.0,rain,39.6,1013.4,Partially cloudy,2015,5,2
2015-05-04,19.0,18.8,0.0,rain,27.2,1014.6,Clear,2015,5,2
2015-05-05,20.1,32.9,0.0,rain,21.6,1005.0,Partially cloudy,2015,5,2
2015-05-06,18.2,17.4,0.0,rain,18.2,1011.2,Partially cloudy,2015,5,2
2015-05-07,18.9,32.8,0.0,rain,25.2,1010.5,Partially cloudy,2015,5,2
2015-05-08,18.3,46.1,0.0,rain,18.0,1009.6,Partially cloudy,2015,5,2
2015-05-09,13.3,59.0,0.0,rain,21.6,1017.4,Partially cloudy,2015,5,2
2015-05-10,10.3,82.6,0.0,rain,18.0,1015.5,"Rain, Overcast",2015,5,2
2015-05-11,14.0,61.2,0.0,rain,36.0,1007.2,"Rain, Partially cloudy",2015,5,2
2015-05-12,18.8,43.6,0.0,rain,36.0,995.0,Partially cloudy,2015,5,2
2015-05-13,21.2,52.4,0.0,rain,23.8,994.4,Partially cloudy,2015,5,2
2015-05-14,22.5,27.2,0.0,rain,46.8,1006.7,Overcast,2015,5,2
2015-05-15,21.5,32.6,0.0,rain,25.2,1014.1,Clear,2015,5,2
2015-05-16,21.8,43.7,0.0,rain,25.2,1009.3,Partially cloudy,2015,5,2
2015-05-17,22.8,65.8,0.0,rain,18.0,998.9,"Rain, Partially cloudy",2015,5,2
2015-05-18,23.6,35.7,0.0,rain,39.6,1001.4,Rain,2015,5,2
2015-05-19,22.2,19.0,0.0,rain,57.6,1007.4,Partially cloudy,2015,5,2
2015-05-20,23.5,27.6,0.0,rain,25.2,1014.6,Partially cloudy,2015,5,2
2015-05-21,22.9,37.3,0.0,rain,28.8,1011.5,Overcast,2015,5,2
2015-05-22,22.7,43.8,0.0,rain,14.4,1009.1,Partially cloudy,2015,5,2
2015-05-23,24.6,48.4,0.0,rain,21.6,1007.7,Clear,2015,5,2
2015-05-24,25.9,48.3,0.0,rain,21.6,1006.4,Partially cloudy,2015,5,2
2015-05-25,27.4,44.6,0.0,rain,25.2,1005.5,Partially cloudy,2015,5,2
2015-05-26,28.0,43.5,0.0,rain,25.2,1005.3,Partially cloudy,2015,5,2
2015-05-27,26.5,50.3,0.0,rain,18.0,1004.5,Partially cloudy,2015,5,2
2015-05-28,25.9,53.3,0.0,rain,21.6,1003.5,Partially cloudy,2015,5,2
2015-05-29,24.7,60.4,0.0,rain,21.6,1005.3,"Rain, Partially cloudy",2015,5,2
2015-05-30,24.1,55.6,0.0,rain,21.6,1007.0,Partially cloudy,2015,5,2
2015-05-31,26.8,48.4,0.0,rain,21.6,1000.8,Partially cloudy,2015,5,2
2015-06-01,28.2,56.6,0.0,rain,18.0,1000.2,Partially cloudy,2015,6,2
2015-06-02,27.9,29.8,0.0,rain,27.1,1007.8,Partially cloudy,2015,6,2
2015-06-03,25.6,36.5,0.0,rain,25.2,1012.5,Partially cloudy,2015,6,2
2015-06-04,20.9,67.0,0.0,rain,21.6,1004.4,"Rain, Partially cloudy",2015,6,2
2015-06-05,23.1,64.7,0.0,rain,18.0,998.3,Partially cloudy,2015,6,2
2015-06-06,23.9,53.8,0.0,rain,25.2,1001.9,"Rain, Partially cloudy",2015,6,2
2015-06-07,22.3,48.5,0.0,rain,21.6,1008.0,"Rain, Partially cloudy",2015,6,2
2015-06-08,24.3,41.6,0.0,rain,18.0,1004.6,Rain,2015,6,2
2015-06-09,24.6,51.2,0.0,rain,18.0,1001.4,Partially cloudy,2015,6,2
2015-06-10,21.0,81.5,0.0,rain,18.0,999.7,"Rain, Partially cloudy",2015,6,2
2015-06-11,22.9,56.3,0.0,rain,36.0,997.4,"Rain, Partially cloudy",2015,6,2
2015-06-12,24.8,41.5,0.0,rain,39.6,997.6,Clear,2015,6,2
2015-06-13,23.1,64.3,0.0,rain,21.8,1004.1,"Rain, Partially cloudy",2015,6,2
2015-06-14,25.4,57.9,0.0,rain,10.8,1007.9,Partially cloudy,2015,6,2
2015-06-15,26.4,55.2,0.0,rain,25.2,1006.5,Partially cloudy,2015,6,2
2015-06-16,27.0,56.1,0.0,rain,28.8,1003.4,Partially cloudy,2015,6,2
2015-06-17,25.5,64.1,0.0,rain,39.6,1002.5,"Rain, Partially cloudy",2015,6,2
2015-06-18,27.1,39.6,0.0,rain,28.8,1005.8,Clear,2015,6,2
2015-06-19,21.0,66.6,0.0,rain,25.2,1009.6,"Rain, Partially cloudy",2015,6,2
2015-06-20,24.8,55.6,0.0,rain,10.8,1011.3,Partially cloudy,2015,6,2
2015-06-21,26.5,51.8,0.0,rain,14.4,1007.9,Partially cloudy,2015,6,2
2015-06-22,26.1,55.4,0.0,rain,18.0,1005.6,Partially cloudy,2015,6,2
2015-06-23,26.9,61.0,0.0,rain,21.6,1006.6,"Rain, Partially cloudy",2015,6,2
2015-06-24,25.2,66.5,0.0,rain,14.4,1005.3,Partially cloudy,2015,6,2
2015-06-25,24.7,70.7,0.0,rain,10.8,1001.4,Partially cloudy,2015,6,2
2015-06-26,24.3,79.7,0.0,rain,18.0,1000.4,"Rain, Partially cloudy",2015,6,2
2015-06-27,25.1,77.6,0.0,rain,10.8,1004.7,Rain,2015,6,2
2015-06-28,27.4,70.7,0.0,rain,18.0,1006.0,Partially cloudy,2015,6,2
2015-06-29,22.5,84.1,0.0,rain,25.2,1005.1,"Rain, Partially cloudy",2015,6,2
2015-06-30,22.3,67.0,0.0,rain,21.6,1002.7,"Rain, Partially cloudy",2015,6,2
2015-07-01,24.3,58.2,0.0,rain,19.7,997.5,Rain,2015,7,3
2015-07-02,26.1,42.4,0.0,rain,21.6,1002.0,Clear,2015,7,3
2015-07-03,25.3,44.8,0.0,rain,18.0,1007.8,Clear,2015,7,3
2015-07-04,22.7,57.7,0.0,rain,14.4,1009.6,"Rain, Partially cloudy",2015,7,3
2015-07-05,24.1,60.6,0.0,rain,10.8,1009.7,Partially cloudy,2015,7,3
2015-07-06,25.8,58.1,0.0,rain,12.5,1010.2,Partially cloudy,2015,7,3
2015-07-07,27.0,55.4,0.0,rain,14.4,1008.8,Partially cloudy,2015,7,3
2015-07-08,27.7,60.9,0.0,rain,14.4,1010.0,Clear,2015,7,3
2015-07-09,28.0,50.8,0.0,rain,18.0,1012.3,Partially cloudy,2015,7,3
2015-07-10,28.0,56.2,0.0,rain,18.0,1010.4,Partially cloudy,2015,7,3
2015-07-11,29.1,58.2,0.0,rain,14.4,1007.0,Clear,2015,7,3
2015-07-12,30.0,58.2,0.0,rain,17.7,999.7,Clear,2015,7,3
2015-07-13,32.4,43.5,0.0,rain,21.6,997.5,Partially cloudy,2015,7,3
2015-07-14,30.3,47.4,0.0,rain,22.1,1003.0,"Rain, Partially cloudy",2015,7,3
2015-07-15,27.8,51.6,0.0,rain,16.3,1005.2,Overcast,2015,7,3
2015-07-16,23.9,77.0,0.0,rain,25.2,1007.2,"Rain, Partially cloudy",2015,7,3
2015-07-17,23.8,77.5,0.0,rain,18.0,1006.9,"Rain, Partially cloudy",2015,7,3
2015-07-18,23.6,84.9,0.0,rain,14.4,1006.2,"Rain, Partially cloudy",2015,7,3
2015-07-19,23.4,90.3,0.0,rain,18.0,1007.7,"Rain, Partially cloudy",2015,7,3
2015-07-20,25.4,82.5,0.0,rain,14.4,1007.2,"Rain, Partially cloudy",2015,7,3
2015-07-21,25.6,83.8,0.0,rain,18.3,1005.1,Partially cloudy,2015,7,3
2015-07-22,25.4,81.0,0.0,rain,25.8,1004.0,Partially cloudy,2015,7,3
2015-07-23,26.1,82.0,0.0,rain,10.8,1003.7,"Rain, Partially cloudy",2015,7,3
2015-07-24,26.7,73.4,0.0,rain,10.8,1001.4,Partially cloudy,2015,7,3
2015-07-25,27.8,70.9,0.0,rain,14.4,1000.5,Partially cloudy,2015,7,3
2015-07-26,29.7,69.8,0.0,rain,10.8,1002.7,Partially cloudy,2015,7,3
2015-07-27,28.4,74.1,0.0,rain,14.4,1004.0,Partially cloudy,2015,7,3
2015-07-28,26.5,82.4,0.0,rain,10.8,1002.8,"Rain, Partially cloudy",2015,7,3
2015-07-29,28.6,79.4,0.0,rain,18.0,1000.9,Partially cloudy,2015,7,3
2015-07-30,24.6,85.8,0.0,rain,21.6,1004.1,"Rain, Partially cloudy",2015,7,3
2015-07-31,25.8,77.8,0.0,rain,10.8,1007.3,"Rain, Partially cloudy",2015,7,3
2015-08-01,25.2,88.7,0.0,rain,14.4,1006.5,Partially cloudy,2015,8,3
2015-08-02,25.9,87.7,0.0,rain,14.4,1002.5,"Rain, Partially cloudy",2015,8,3
2015-08-03,25.7,78.6,0.0,rain,25.2,1002.0,"Rain, Partially cloudy",2015,8,3
2015-08-04,25.9,63.4,0.0,rain,18.0,1001.0,Partially cloudy,2015,8,3
2015-08-05,26.8,76.8,0.0,rain,14.4,1002.4,Partially cloudy,2015,8,3
2015-08-06,25.3,75.5,0.0,rain,14.4,1006.6,Partially cloudy,2015,8,3
2015-08-07,25.3,84.0,0.0,rain,21.6,1012.1,"Rain, Partially cloudy",2015,8,3
2015-08-08,24.8,77.1,0.0,rain,10.8,1012.7,"Rain, Partially cloudy",2015,8,3
2015-08-09,27.8,71.0,0.0,rain,10.8,1010.3,Partially cloudy,2015,8,3
2015-08-10,28.7,66.1,0.0,rain,14.4,1009.3,Clear,2015,8,3
2015-08-11,28.7,69.9,0.0,rain,10.8,1008.2,Clear,2015,8,3
2015-08-12,29.3,67.2,0.0,rain,18.0,1005.8,Clear,2015,8,3
2015-08-13,29.0,68.0,0.0,rain,18.0,1003.5,Partially cloudy,2015,8,3
2015-08-14,28.1,60.1,0.0,rain,28.8,1002.8,Partially cloudy,2015,8,3
2015-08-15,27.6,52.9,0.0,rain,19.7,1004.6,Clear,2015,8,3
2015-08-16,27.9,59.3,0.0,rain,14.4,1005.0,Clear,2015,8,3
2015-08-17,28.1,61.4,0.0,rain,18.0,1005.7,Partially cloudy,2015,8,3
2015-08-18,25.8,64.7,0.0,rain,21.8,1010.0,"Rain, Partially cloudy",2015,8,3
2015-08-19,24.4,76.0,0.0,rain,18.0,1010.7,"Rain, Partially cloudy",2015,8,3
2015-08-20,25.8,62.2,0.0,rain,21.6,1007.8,Clear,2015,8,3
2015-08-21,26.4,52.7,0.0,rain,14.4,1005.3,Clear,2015,8,3
2015-08-22,26.0,60.4,0.0,rain,18.0,1005.2,Partially cloudy,2015,8,3
2015-08-23,22.5,78.6,0.0,rain,20.2,1009.2,"Rain, Partially cloudy",2015,8,3
2015-08-24,23.7,74.5,0.0,rain,18.0,1010.8,Partially cloudy,2015,8,3
2015-08-25,25.1,67.7,0.0,rain,18.0,1010.0,Partially cloudy,2015,8,3
2015-08-26,25.8,63.8,0.0,rain,14.4,1009.1,Partially cloudy,2015,8,3
2015-08-27,25.7,62.1,0.0,rain,14.4,1009.2,Partially cloudy,2015,8,3
2015-08-28,25.9,61.5,0.0,rain,14.4,1007.4,Partially cloudy,2015,8,3
2015-08-29,25.5,60.9,0.0,rain,18.0,1008.8,"Rain, Partially cloudy",2015,8,3
2015-08-30,21.4,81.0,0.0,rain,10.8,1011.5,"Rain, Partially cloudy",2015,8,3
2015-08-31,20.8,89.0,0.0,rain,10.8,1012.6,"Rain, Partially cloudy",2015,8,3
2015-09-01,20.8,86.3,0.0,rain,21.6,1012.6,"Rain, Partially cloudy",2015,9,3
2015-09-02,25.0,66.4,0.0,rain,18.0,1012.8,Partially cloudy,2015,9,3
2015-09-03,25.4,66.5,0.0,rain,14.4,1013.6,Partially cloudy,2015,9,3
2015-09-04,21.1,89.4,0.0,rain,14.4,1012.6,"Rain, Partially cloudy",2015,9,3
2015-09-05,18.4,92.6,0.0,rain,18.0,1010.9,"Rain, Partially cloudy",2015,9,3
2015-09-06,23.1,64.0,0.0,rain,18.0,1013.0,Partially cloudy,2015,9,3
2015-09-07,23.0,67.8,0.0,rain,14.4,1013.2,Partially cloudy,2015,9,3
2015-09-08,22.0,71.7,0.0,rain,14.4,1014.8,Partially cloudy,2015,9,3
2015-09-09,21.6,71.8,0.0,rain,21.6,1019.1,Partially cloudy,2015,9,3
2015-09-10,17.0,80.1,0.0,rain,21.6,1021.4,"Rain, Partially cloudy",2015,9,3
2015-09-11,18.0,70.4,0.0,rain,28.8,1016.1,"Rain, Partially cloudy",2015,9,3
2015-09-12,20.6,41.4,0.0,rain,28.8,1016.6,Clear,2015,9,3
2015-09-13,21.4,56.5,0.0,rain,18.0,1015.9,Clear,2015,9,3
2015-09-14,20.0,69.9,0.0,rain,18.0,1018.2,Partially cloudy,2015,9,3
2015-09-15,19.5,74.0,0.0,rain,9.1,1019.5,Clear,2015,9,3
2015-09-16,20.4,73.1,0.0,rain,10.8,1018.0,Partially cloudy,2015,9,3
2015-09-17,21.4,76.4,0.0,rain,14.4,1016.9,Partially cloudy,2015,9,3
2015-09-18,23.5,68.4,0.0,rain,11.0,1016.3,Rain,2015,9,3
2015-09-19,21.7,55.3,0.0,rain,14.4,1016.8,Clear,2015,9,3
2015-09-20,21.3,70.3,0.0,rain,18.0,1013.1,Clear,2015,9,3
2015-09-21,21.6,65.7,0.0,rain,18.0,1011.4,Partially cloudy,2015,9,3
2015-09-22,20.8,79.3,0.0,rain,27.4,1009.6,Partially cloudy,2015,9,3
2015-09-23,20.2,74.7,0.0,rain,14.4,1009.4,Partially cloudy,2015,9,3
2015-09-24,20.1,83.4,0.0,rain,14.4,1009.4,Partially cloudy,2015,9,3
2015-09-25,19.6,60.0,0.0,rain,25.2,1011.0,Rain,2015,9,3
2015-09-26,18.4,62.0,0.0,rain,21.6,1013.3,Clear,2015,9,3
2015-09-27,21.0,61.8,0.0,rain,12.7,1014.1,Partially cloudy,2015,9,3
2015-09-28,17.3,85.8,0.0,rain,18.0,1022.8,"Rain, Partially cloudy",2015,9,3
2015-09-29,14.9,92.2,0.0,rain,10.8,1028.7,"Rain, Partially cloudy",2015,9,3
2015-09-30,15.9,86.0,0.0,rain,14.4,1019.4,"Rain, Partially cloudy",2015,9,3
2015-10-01,17.4,45.1,0.0,rain,46.8,1012.3,Rain,2015,10,4
2015-10-02,17.9,56.3,0.0,rain,25.2,1011.0,Clear,2015,10,4
2015-10-03,17.3,62.2,0.0,rain,18.0,1019.6,Partially cloudy,2015,10,4
2015-10-04,17.0,76.7,0.0,rain,10.8,1022.4,Partially cloudy,2015,10,4
2015-10-05,17.5,81.9,0.0,rain,10.8,1018.4,Clear,2015,10,4
2015-10-06,18.7,81.7,0.0,rain,10.8,1016.5,Partially cloudy,2015,10,4
2015-10-07,20.1,75.9,0.0,rain,25.2,1014.3,Partially cloudy,2015,10,4
2015-10-08,16.7,22.5,0.0,rain,39.6,1019.1,Clear,2015,10,4
2015-10-09,13.5,39.4,0.0,rain,39.6,1011.4,Partially cloudy,2015,10,4
2015-10-10,12.8,30.0,0.0,rain,43.2,1016.5,Partially cloudy,2015,10,4
2015-10-11,17.7,29.6,0.0,rain,32.4,1017.2,Clear,2015,10,4
2015-10-12,16.6,41.3,0.0,rain,25.2,1020.6,Clear,2015,10,4
2015-10-13,16.7,52.0,0.0,rain,10.8,1019.8,Partially cloudy,2015,10,4
2015-10-14,15.4,67.1,0.0,rain,10.8,1017.5,Partially cloudy,2015,10,4
2015-10-15,16.7,67.1,0.0,rain,10.8,1016.9,Clear,2015,10,4
2015-10-16,15.7,79.6,0.0,rain,7.2,1017.7,Clear,2015,10,4
2015-10-17,15.4,80.8,0.0,rain,10.8,1017.3,Clear,2015,10,4
2015-10-18,15.5,51.5,0.0,rain,18.0,1024.1,Partially cloudy,2015,10,4
2015-10-19,13.2,68.2,0.0,rain,8.9,1017.0,Clear,2015,10,4
2015-10-20,11.7,79.3,0.0,rain,18.0,1017.9,Partially cloudy,2015,10,4
2015-10-21,10.0,93.4,0.0,rain,10.8,1023.8,"Rain, Partially cloudy",2015,10,4
2015-10-22,10.0,86.4,0.0,rain,14.4,1024.4,"Rain, Partially cloudy",2015,10,4
2015-10-23,13.1,78.9,0.0,rain,14.4,1018.4,Clear,2015,10,4
2015-10-24,13.3,70.2,0.0,rain,14.4,1024.5,Partially cloudy,2015,10,4
2015-10-25,10.6,62.3,0.0,rain,14.4,1027.6,Partially cloudy,2015,10,4
2015-10-26,10.7,68.0,0.0,rain,27.4,1018.4,"Rain, Partially cloudy",2015,10,4
2015-10-27,10.1,46.2,0.0,rain,32.4,1016.5,Partially cloudy,2015,10,4
2015-10-28,9.6,36.1,0.0,rain,32.4,1022.7,Clear,2015,10,4
2015-10-29,8.1,28.9,0.0,rain,36.0,1027.1,Clear,2015,10,4
2015-10-30,6.8,50.4,0.0,rain,18.0,1030.9,Clear,2015,10,4
2015-10-31,7.4,57.4,0.0,rain,14.4,1031.0,Partially cloudy,2015,10,4
2015-11-01,8.7,59.6,0.0,rain,18.0,1023.6,Partially cloudy,2015,11,4
2015-11-02,9.7,58.4,0.0,rain,18.0,1021.2,Clear,2015,11,4
2015-11-03,9.0,73.7,0.0,rain,18.0,1022.5,Clear,2015,11,4
2015-11-04,9.9,74.5,0.0,rain,10.8,1023.1,Partially cloudy,2015,11,4
2015-11-05,8.2,79.8,0.0,rain,25.2,1029.2,"Rain, Partially cloudy",2015,11,4
2015-11-06,2.0,86.9,0.0,"rain,snow",21.6,1030.7,"Snow, Rain, Overcast",2015,11,4
2015-11-07,2.7,78.8,0.0,"rain,snow",25.2,1027.8,"Snow, Rain, Partially cloudy",2015,11,4
2015-11-08,4.2,77.1,0.0,rain,14.4,1025.6,Partially cloudy,2015,11,4
2015-11-09,4.6,89.2,0.0,rain,7.2,1027.5,Partially cloudy,2015,11,4
2015-11-10,5.7,90.0,0.0,rain,10.8,1029.4,Partially cloudy,2015,11,4
2015-11-11,6.1,88.6,0.0,rain,10.8,1031.1,Overcast,2015,11,4
2015-11-12,6.8,91.0,0.0,rain,8.9,1030.1,Overcast,2015,11,4
2015-11-13,7.2,88.3,0.0,rain,7.2,1022.5,Partially cloudy,2015,11,4
2015-11-14,8.3,87.8,0.0,rain,14.4,1016.5,Partially cloudy,2015,11,4
2015-11-15,8.7,82.1,0.0,rain,10.8,1020.6,Partially cloudy,2015,11,4
2015-11-16,7.1,77.4,0.0,rain,10.8,1021.0,"Rain, Partially cloudy",2015,11,4
2015-11-17,5.4,72.7,0.0,rain,18.0,1026.3,Partially cloudy,2015,11,4
2015-11-18,4.3,74.1,0.0,rain,10.8,1027.4,Partially cloudy,2015,11,4
2015-11-19,3.3,96.5,0.0,"rain,snow",18.0,1025.9,"Snow, Rain, Overcast",2015,11,4
2015-11-20,0.9,95.4,0.0,"rain,snow",10.8,1027.8,"Snow, Rain, Overcast",2015,11,4
2015-11-21,0.6,97.8,0.0,"rain,snow",10.8,1032.0,"Snow, Rain, Overcast",2015,11,4
2015-11-22,-2.1,94.8,0.0,"rain,snow",10.8,1036.2,"Snow, Rain, Partially cloudy",2015,11,4
2015-11-23,-3.1,71.3,0.0,snow,14.4,1038.5,"Snow, Partially cloudy",2015,11,4
2015-11-24,-6.0,65.9,0.0,rain,14.4,1039.4,Partially cloudy,2015,11,4
2015-11-25,-6.4,66.2,0.0,rain,43.2,1031.8,Partially cloudy,2015,11,4
2015-11-26,-7.0,52.3,0.0,rain,32.4,1032.4,Clear,2015,11,4
2015-11-27,-5.1,72.7,0.0,rain,7.2,1026.2,Partially cloudy,2015,11,4
2015-11-28,-1.8,76.9,0.0,rain,7.2,1029.1,Partially cloudy,2015,11,4
2015-11-29,-0.2,81.1,0.0,rain,14.4,1026.6,Partially cloudy,2015,11,4
2015-11-30,-2.0,92.0,0.0,rain,7.2,1025.2,Partially cloudy,2015,11,4
2015-12-01,-0.3,95.9,0.0,rain,12.8,1019.8,Overcast,2015,12,4
2015-12-02,2.0,37.5,0.0,rain,39.6,1020.6,Clear,2015,12,4
2015-12-03,0.1,33.8,0.0,rain,39.6,1023.8,Clear,2015,12,4
2015-12-04,2.1,34.4,0.0,rain,36.0,1026.7,Clear,2015,12,4
2015-12-05,2.2,47.5,0.0,rain,18.0,1029.2,Clear,2015,12,4
2015-12-06,-0.2,73.7,0.0,rain,7.2,1030.1,Partially cloudy,2015,12,4
2015-12-07,1.0,78.4,0.0,rain,7.2,1032.6,Partially cloudy,2015,12,4
2015-12-08,0.6,90.8,0.0,rain,7.2,1030.6,Partially cloudy,2015,12,4
2015-12-09,2.7,90.4,0.0,rain,10.8,1025.4,Partially cloudy,2015,12,4
2015-12-10,3.3,62.4,0.0,rain,21.6,1025.7,Clear,2015,12,4
2015-12-11,1.4,49.1,0.0,rain,14.4,1029.1,Partially cloudy,2015,12,4
2015-12-12,-0.2,71.6,0.0,rain,7.2,1026.2,Partially cloudy,2015,12,4
2015-12-13,-0.4,76.3,0.0,rain,7.2,1027.1,Partially cloudy,2015,12,4
2015-12-14,2.2,71.4,0.0,"rain,snow",32.4,1023.7,"Snow, Rain, Partially cloudy",2015,12,4
2015-12-15,1.3,31.5,0.0,rain,39.6,1026.4,Clear,2015,12,4
2015-12-16,-1.0,31.0,0.0,rain,43.2,1031.3,Clear,2015,12,4
2015-12-17,-1.9,41.1,0.0,rain,14.4,1032.5,Clear,2015,12,4
2015-12-18,-0.7,52.6,0.0,rain,16.1,1033.7,Clear,2015,12,4
2015-12-19,-1.8,75.2,0.0,rain,7.2,1035.3,Partially cloudy,2015,12,4
2015-12-20,-1.9,85.7,0.0,rain,7.2,1026.6,Partially cloudy,2015,12,4
2015-12-21,-1.6,78.4,0.0,rain,10.8,1027.2,Clear,2015,12,4
2015-12-22,-2.7,89.5,0.0,rain,10.8,1028.1,Partially cloudy,2015,12,4
2015-12-23,-0.3,73.3,0.0,rain,14.4,1026.6,Partially cloudy,2015,12,4
2015-12-24,-0.1,65.5,0.0,rain,25.2,1027.1,Partially cloudy,2015,12,4
2015-12-25,-3.6,96.8,0.0,rain,7.2,1019.4,Partially cloudy,2015,12,4
2015-12-26,-2.9,86.0,0.0,rain,14.4,1025.0,Partially cloudy,2015,12,4
2015-12-27,-5.4,54.5,0.0,rain,10.8,1038.7,Partially cloudy,2015,12,4
2015-12-28,-4.1,60.9,0.0,rain,14.4,1035.1,Partially cloudy,2015,12,4
2015-12-29,-2.6,75.9,0.0,rain,7.2,1029.0,Partially cloudy,2015,12,4
2015-12-30,0.0,56.6,0.0,rain,28.8,1030.5,Clear,2015,12,4
2015-12-31,-2.6,58.8,0.0,rain,10.8,1032.6,Clear,2015,12,4
2016-01-01,-2.2,68.9,0.0,rain,10.8,1023.8,Partially cloudy,2016,1,1
2016-01-02,-1.4,72.8,0.0,rain,10.8,1020.1,Partially cloudy,2016,1,1
2016-01-03,-1.9,81.1,0.0,rain,10.8,1023.0,Partially cloudy,2016,1,1
2016-01-04,-1.4,43.4,0.0,rain,25.2,1029.8,Partially cloudy,2016,1,1
2016-01-05,-3.2,30.8,0.0,rain,28.8,1030.4,Clear,2016,1,1
2016-01-06,-2.9,39.0,0.0,rain,32.4,1031.2,Clear,2016,1,1
2016-01-07,-3.2,34.2,0.0,rain,32.4,1032.0,Clear,2016,1,1
2016-01-08,-3.8,37.9,0.0,rain,21.6,1027.9,Clear,2016,1,1
2016-01-09,-3.9,47.6,0.0,rain,10.8,1025.1,Clear,2016,1,1
2016-01-10,-3.3,41.8,0.0,rain,14.4,1030.5,Partially cloudy,2016,1,1
2016-01-11,-5.7,33.2,0.0,rain,21.6,1036.3,Partially cloudy,2016,1,1
2016-01-12,-6.4,32.8,0.0,rain,36.0,1032.5,Clear,2016,1,1
2016-01-13,-3.3,24.9,0.0,rain,28.8,1024.6,Partially cloudy,2016,1,1
2016-01-14,-2.5,37.0,0.0,rain,25.2,1020.7,Partially cloudy,2016,1,1
2016-01-15,-2.6,44.0,0.0,rain,11.0,1018.2,Clear,2016,1,1
2016-01-16,-2.4,61.4,0.0,rain,14.4,1022.8,Partially cloudy,2016,1,1
2016-01-17,-6.3,53.0,0.0,snow,28.8,1026.5,"Snow, Partially cloudy",2016,1,1
2016-01-18,-9.0,30.7,0.0,rain,39.6,1027.9,Clear,2016,1,1
