date,temperature
2016-06-02,25.1
2016-06-03,24.1
2016-06-04,26.0
2016-06-05,24.2
2016-06-06,23.8
2016-06-07,21.8
2016-06-08,24.3
2016-06-09,26.5
2016-06-10,24.5
2016-06-11,26.2
2016-06-12,25.1
2016-06-13,20.0
2016-06-14,19.5
2016-06-15,23.5
2016-06-16,26.6
2016-06-17,25.2
2016-06-18,26.1
2016-06-19,28.3
2016-06-20,27.5
2016-06-21,27.9
2016-06-22,27.0
2016-06-23,26.3
2016-06-24,26.2
2016-06-25,28.9
2016-06-26,29.0
2016-06-27,25.8
2016-06-28,20.8
2016-06-29,24.1
2016-06-30,26.3
2016-07-01,27.5
2016-07-02,27.3
2016-07-03,27.5
2016-07-04,27.6
2016-07-05,27.3
2016-07-06,28.5
2016-07-07,28.3
2016-07-08,28.0
2016-07-09,30.0
2016-07-10,31.2
2016-07-11,31.4
2016-07-12,27.4
2016-07-13,30.0
2016-07-14,28.4
2016-07-15,21.9
2016-07-16,23.7
2016-07-17,26.2
2016-07-18,25.4
2016-07-19,24.3
2016-07-20,22.2
2016-07-21,23.9
2016-07-22,27.2
2016-07-23,28.5
2016-07-24,28.4
2016-07-25,27.8
2016-07-26,28.7
2016-07-27,28.3
2016-07-28,27.6
2016-07-29,29.0
2016-07-30,27.5
2016-07-31,25.2
2016-08-01,28.1
2016-08-02,29.2
2016-08-03,29.9
2016-08-04,29.7
2016-08-05,28.8
2016-08-06,29.0
2016-08-07,27.3
2016-08-08,28.0
2016-08-09,27.2
2016-08-10,29.7
2016-08-11,30.8
2016-08-12,28.3
2016-08-13,27.2
2016-08-14,28.1
2016-08-15,25.2
2016-08-16,26.0
2016-08-17,25.1
2016-08-18,23.4
2016-08-19,27.6
2016-08-20,26.9
2016-08-21,28.1
2016-08-22,28.5
2016-08-23,26.7
2016-08-24,27.3
2016-08-25,26.1
2016-08-26,23.4
2016-08-27,24.0
2016-08-28,25.2
2016-08-29,24.5
2016-08-30,25.2
2016-08-31,27.0
2016-09-01,24.5
2016-09-02,23.7
2016-09-03,25.1
2016-09-04,24.9
2016-09-05,24.7
2016-09-06,25.6
2016-09-07,24.3
2016-09-08,24.4
2016-09-09,24.4
2016-09-10,24.3
2016-09-11,21.0
2016-09-12,22.3
2016-09-13,22.3
2016-09-14,23.1
2016-09-15,24.0
2016-09-16,24.2
2016-09-17,21.0
2016-09-18,18.8
2016-09-19,19.0
2016-09-20,19.1
2016-09-21,18.1
2016-09-22,19.6
2016-09-23,21.0
2016-09-24,22.2
2016-09-25,22.7
2016-09-26,19.5
2016-09-27,18.0
2016-09-28,14.4
2016-09-29,14.2
2016-09-30,16.9
2016-10-01,18.3
2016-10-02,19.2
2016-10-03,22.0
2016-10-04,16.7
2016-10-05,16.2
2016-10-06,15.0
2016-10-07,13.2
2016-10-08,12.3
2016-10-09,9.7
2016-10-10,10.9
2016-10-11,13.3
2016-10-12,14.2
2016-10-13,15.1
2016-10-14,15.0
2016-10-15,14.0
2016-10-16,15.4
2016-10-17,15.4
2016-10-18,15.5
2016-10-19,16.5
2016-10-20,13.9
2016-10-21,10.8
2016-10-22,12.1
2016-10-23,10.2
2016-10-24,8.6
2016-10-25,10.6
2016-10-26,12.4
2016-10-27,8.9
2016-10-28,8.9
2016-10-29,5.1
2016-10-30,6.3
2016-10-31,2.9
2016-11-01,1.4
2016-11-02,4.7
2016-11-03,4.2
2016-11-04,4.9
2016-11-05,8.4
2016-11-06,7.1
2016-11-07,8.3
2016-11-08,4.3
2016-11-09,2.8
2016-11-10,6.7
2016-11-11,3.9
2016-11-12,6.6
2016-11-13,7.8
2016-11-14,8.5
2016-11-15,3.4
2016-11-16,5.2
2016-11-17,5.2
2016-11-18,6.5
2016-11-19,9.1
2016-11-20,3.2
2016-11-21,-1.3
2016-11-22,-3.2
2016-11-23,-1.7
2016-11-24,-2.0
2016-11-25,-0.9
2016-11-26,1.8
2016-11-27,1.5
2016-11-28,-0.1
2016-11-29,0.9
2016-11-30,4.2
2016-12-01,3.3
2016-12-02,1.2
2016-12-03,0.5
2016-12-04,2.2
2016-12-05,1.4
2016-12-06,-2.0
2016-12-07,1.6
2016-12-08,3.2
2016-12-09,0.4
2016-12-10,-1.9
2016-12-11,-1.6
2016-12-12,2.3
2016-12-13,1.0
2016-12-14,-1.3
2016-12-15,-0.9
2016-12-16,-1.7
2016-12-17,-1.1
2016-12-18,-0.6
2016-12-19,-0.4
2016-12-20,-2.7
2016-12-21,0.1
2016-12-22,2.0
2016-12-23,-1.9
2016-12-24,-2.9
2016-12-25,-2.2
2016-12-26,0.5
2016-12-27,-2.1
2016-12-28,-2.0
2016-12-29,-2.6
2016-12-30,-5.3
2016-12-31,-4.0
2017-01-01,-4.4
2017-01-02,-1.1
2017-01-03,-1.7
2017-01-04,-2.0
2017-01-05,0.3
2017-01-06,-0.9
2017-01-07,0.7
2017-01-08,2.8
2017-01-09,0.7
2017-01-10,-0.5
2017-01-11,-1.2
2017-01-12,-0.2
2017-01-13,-0.1
2017-01-14,-2.8
2017-01-15,-3.5
2017-01-16,-2.0
2017-01-17,-1.3
2017-01-18,-2.9
2017-01-19,-3.7
2017-01-20,-6.0
2017-01-21,-5.1
2017-01-22,-6.0
2017-01-23,-6.6
2017-01-24,-4.5
2017-01-25,-3.5
2017-01-26,-0.4
2017-01-27,-0.6
2017-01-28,-2.2
2017-01-29,-2.1
2017-01-30,-4.3
2017-01-31,-0.8
2017-02-01,-1.4
2017-02-02,-3.4
2017-02-03,-1.6
2017-02-04,2.6
2017-02-05,4.2
2017-02-06,1.2
2017-02-07,-1.2
2017-02-08,-1.1
2017-02-09,-1.2
2017-02-10,0.4
2017-02-11,1.4
2017-02-12,0.2
2017-02-13,3.0
2017-02-14,-0.8
2017-02-15,1.0
2017-02-16,4.3
2017-02-17,2.2
2017-02-18,2.2
2017-02-19,5.0
2017-02-20,0.4
2017-02-21,-2.4
2017-02-22,0.4
2017-02-23,3.3
2017-02-24,5.0
2017-02-25,7.3
2017-02-26,6.1
2017-02-27,6.8
2017-02-28,9.6
2017-03-01,5.6
2017-03-02,5.8
2017-03-03,5.7
2017-03-04,4.8
2017-03-05,6.2
2017-03-06,2.9
2017-03-07,2.9
2017-03-08,7.8
2017-03-09,10.4
2017-03-10,10.6
2017-03-11,12.6
2017-03-12,8.8
2017-03-13,8.6
2017-03-14,9.2
2017-03-15,7.7
2017-03-16,8.6
2017-03-17,10.3
2017-03-18,11.3
2017-03-19,11.5
2017-03-20,9.0
2017-03-21,8.7
2017-03-22,9.2
2017-03-23,7.4
2017-03-24,3.3
2017-03-25,8.2
2017-03-26,10.0
2017-03-27,10.3
2017-03-28,10.9
2017-03-29,11.5
2017-03-30,12.4
2017-03-31,12.4
2017-04-01,13.8
2017-04-02,13.8
2017-04-03,16.2
2017-04-04,16.1
2017-04-05,15.4
2017-04-06,17.0
2017-04-07,14.0
2017-04-08,14.9
2017-04-09,13.2
2017-04-10,14.8
2017-04-11,15.6
2017-04-12,14.7
2017-04-13,13.1
2017-04-14,18.1
2017-04-15,21.7
2017-04-16,18.3
2017-04-17,19.1
2017-04-18,17.7
2017-04-19,12.3
2017-04-20,14.5
2017-04-21,16.7
2017-04-22,18.5
2017-04-23,18.6
2017-04-24,17.0
2017-04-25,15.1
2017-04-26,16.4
2017-04-27,21.5
2017-04-28,24.3
2017-04-29,26.4
2017-04-30,22.4
2017-05-01,19.5
2017-05-02,21.2
2017-05-03,21.2
2017-05-04,20.2
2017-05-05,18.8
2017-05-06,19.8
2017-05-07,23.1
2017-05-08,22.4
2017-05-09,22.2
2017-05-10,23.3
2017-05-11,22.8
2017-05-12,20.9
2017-05-13,22.1
2017-05-14,23.1
2017-05-15,22.2
2017-05-16,24.3
2017-05-17,25.5
2017-05-18,27.2
2017-05-19,29.2
2017-05-20,28.1
2017-05-21,24.3
2017-05-22,17.8
2017-05-23,22.2
2017-05-24,25.5
2017-05-25,23.9
2017-05-26,21.9
2017-05-27,24.2
2017-05-28,27.7
2017-05-29,23.2
2017-05-30,21.9
2017-05-31,25.2
2017-06-01,24.8
2017-06-02,19.6
2017-06-03,20.8
2017-06-04,24.2
2017-06-05,24.8
2017-06-06,17.6
2017-06-07,23.3
2017-06-08,24.8
2017-06-09,27.7
2017-06-10,24.2
2017-06-11,23.3
2017-06-12,22.7
2017-06-13,22.4
2017-06-14,27.5
2017-06-15,30.2
2017-06-16,31.2
2017-06-17,30.3
2017-06-18,28.1
2017-06-19,28.4
2017-06-20,27.7
2017-06-21,26.8
2017-06-22,20.9
2017-06-23,19.4
2017-06-24,22.4
2017-06-25,24.1
2017-06-26,27.5
2017-06-27,28.3
2017-06-28,28.0
2017-06-29,29.3
2017-06-30,29.5
2017-07-01,30.4
2017-07-02,28.9
2017-07-03,27.9
2017-07-04,25.3
2017-07-05,27.9
2017-07-06,24.5
2017-07-07,27.1
2017-07-08,26.1
2017-07-09,30.3
2017-07-10,29.5
2017-07-11,29.0
2017-07-12,30.5
2017-07-13,31.9
2017-07-14,28.3
2017-07-15,27.0
2017-07-16,28.8
2017-07-17,28.6
2017-07-18,28.0
2017-07-19,28.9
2017-07-20,29.5
2017-07-21,23.3
2017-07-22,24.9
2017-07-23,25.5
2017-07-24,26.4
2017-07-25,27.1
2017-07-26,22.3
2017-07-27,24.6
2017-07-28,26.7
2017-07-29,25.2
2017-07-30,25.3
2017-07-31,26.6
2017-08-01,28.1
2017-08-02,27.3
2017-08-03,30.3
2017-08-04,30.9
2017-08-05,27.9
2017-08-06,29.0
2017-08-07,29.3
2017-08-08,28.4
2017-08-09,24.5
2017-08-10,27.2
2017-08-11,26.9
2017-08-12,22.4
2017-08-13,24.3
2017-08-14,26.0
2017-08-15,26.6
2017-08-16,25.1
2017-08-17,25.7
2017-08-18,24.6
2017-08-19,25.0
2017-08-20,25.9
2017-08-21,28.4
2017-08-22,26.7
2017-08-23,27.6
2017-08-24,26.8
2017-08-25,24.8
2017-08-26,23.1
2017-08-27,18.6
2017-08-28,21.4
2017-08-29,20.9
2017-08-30,21.6
2017-08-31,22.9
2017-09-01,22.6
2017-09-02,24.0
2017-09-03,23.0
2017-09-04,23.9
2017-09-05,25.4
2017-09-06,24.0
2017-09-07,24.0
2017-09-08,26.0
2017-09-09,25.4
2017-09-10,22.5
2017-09-11,22.1
2017-09-12,21.9
2017-09-13,24.0
2017-09-14,24.0
2017-09-15,22.8
2017-09-16,21.8
2017-09-17,21.5
2017-09-18,21.2
2017-09-19,22.0
2017-09-20,19.8
2017-09-21,20.6
2017-09-22,22.8
2017-09-23,19.1
2017-09-24,23.1
2017-09-25,23.4
2017-09-26,19.1
2017-09-27,15.0
2017-09-28,17.4
2017-09-29,15.5
2017-09-30,17.7
2017-10-01,21.1
2017-10-02,15.5
2017-10-03,14.5
2017-10-04,14.0
2017-10-05,14.2
2017-10-06,15.6
2017-10-07,14.6
2017-10-08,15.8
2017-10-09,13.1
2017-10-10,10.2
2017-10-11,11.0
2017-10-12,10.3
2017-10-13,11.2
2017-10-14,10.7
2017-10-15,11.8
2017-10-16,12.4
2017-10-17,12.7
2017-10-18,12.7
2017-10-19,13.9
2017-10-20,13.7
2017-10-21,13.7
2017-10-22,11.4
2017-10-23,11.5
2017-10-24,10.8
2017-10-25,11.1
2017-10-26,11.2
2017-10-27,12.8
2017-10-28,10.7
2017-10-29,9.2
2017-10-30,8.3
2017-10-31,7.1
2017-11-01,10.0
2017-11-02,11.5
2017-11-03,5.7
2017-11-04,4.6
2017-11-05,5.3
2017-11-06,7.5
2017-11-07,10.5
2017-11-08,7.6
2017-11-09,7.8
2017-11-10,8.7
2017-11-11,3.2
2017-11-12,3.1
2017-11-13,6.2
2017-11-14,2.6
2017-11-15,-0.5
2017-11-16,0.5
2017-11-17,1.8
2017-11-18,0.3
2017-11-19,-2.5
2017-11-20,0.2
2017-11-21,2.1
2017-11-22,4.1
2017-11-23,2.4
2017-11-24,2.7
2017-11-25,1.7
2017-11-26,0.3
2017-11-27,-0.8
2017-11-28,0.6
2017-11-29,-3.3
2017-11-30,-1.9
2017-12-01,-2.2
2017-12-02,-2.9
2017-12-03,0.5
2017-12-04,-1.0
2017-12-05,0.9
2017-12-06,2.0
2017-12-07,0.7
2017-12-08,0.8
2017-12-09,2.5
2017-12-10,2.0
2017-12-11,-2.9
2017-12-12,-6.0
2017-12-13,-5.9
2017-12-14,-3.1
2017-12-15,-1.9
2017-12-16,-3.4
2017-12-17,-2.9
2017-12-18,-0.2
2017-12-19,-1.9
2017-12-20,0.7
2017-12-21,-0.7
2017-12-22,1.3
2017-12-23,-0.1
2017-12-24,2.8
2017-12-25,-1.6
2017-12-26,-0.7
2017-12-27,-2.9
2017-12-28,-2.7
2017-12-29,-4.5
2017-12-30,-0.5
2017-12-31,-3.0
2018-01-01,-2.8
2018-01-02,-3.1
2018-01-03,-3.4
2018-01-04,-4.0
2018-01-05,-4.2
2018-01-06,-1.4
2018-01-07,-0.2
2018-01-08,-2.4
2018-01-09,-2.8
2018-01-10,-4.9
2018-01-11,-7.6
2018-01-12,-6.1
2018-01-13,-4.1
2018-01-14,-1.8
2018-01-15,-1.5
2018-01-16,0.6
2018-01-17,-0.1
2018-01-18,-2.9
2018-01-19,-0.2
2018-01-20,-1.7
2018-01-21,-3.5
2018-01-22,-4.7
2018-01-23,-9.2
2018-01-24,-7.4
2018-01-25,-9.0
2018-01-26,-9.0
2018-01-27,-8.5
2018-01-28,-6.5
2018-01-29,-2.9
2018-01-30,0.2
2018-01-31,0.1
2018-02-01,-2.1
2018-02-02,-4.0
2018-02-03,-5.8
2018-02-04,-5.2
2018-02-05,-5.0
2018-02-06,-5.9
2018-02-07,-4.0
2018-02-08,-5.5
2018-02-09,-3.1
2018-02-10,-4.7
2018-02-11,-3.9
2018-02-12,-0.3
2018-02-13,-1.6
2018-02-14,0.6
2018-02-15,-1.1
2018-02-16,-0.3
2018-02-17,-1.9
2018-02-18,0.0
2018-02-19,0.4
2018-02-20,2.4
2018-02-21,1.7
2018-02-22,2.0
2018-02-23,2.8
2018-02-24,-0.6
2018-02-25,-1.2
2018-02-26,2.5
2018-02-27,1.3
2018-02-28,3.4
2018-03-01,3.6
2018-03-02,2.9
2018-03-03,4.9
2018-03-04,5.3
2018-03-05,1.1
2018-03-06,-0.4
2018-03-07,-1.1
2018-03-08,1.8
2018-03-09,1.7
2018-03-10,5.1
2018-03-11,2.8
2018-03-12,5.9
2018-03-13,9.1
2018-03-14,10.9
2018-03-15,9.6
2018-03-16,4.3
2018-03-17,1.3
2018-03-18,5.4
2018-03-19,8.3
2018-03-20,7.4
2018-03-21,5.1
2018-03-22,9.5
2018-03-23,12.2
2018-03-24,14.2
2018-03-25,16.5
2018-03-26,16.0
2018-03-27,16.4
2018-03-28,19.2
2018-03-29,15.2
2018-03-30,12.5
2018-03-31,15.8
2018-04-01,17.3
2018-04-02,18.1
2018-04-03,9.8
2018-04-04,4.1
2018-04-05,3.0
2018-04-06,7.0
2018-04-07,7.5
2018-04-08,11.3
2018-04-09,13.2
2018-04-10,17.4
2018-04-11,18.2
2018-04-12,16.6
2018-04-13,11.4
2018-04-14,14.2
2018-04-15,15.4
2018-04-16,16.3
2018-04-17,17.7
2018-04-18,19.5
2018-04-19,20.9
2018-04-20,21.4
2018-04-21,15.9
2018-04-22,12.6
2018-04-23,14.4
2018-04-24,17.0
2018-04-25,17.9
2018-04-26,19.4
2018-04-27,20.2
2018-04-28,20.6
2018-04-29,22.4
2018-04-30,20.5
2018-05-01,17.4
2018-05-02,18.5
2018-05-03,17.7
2018-05-04,19.1
2018-05-05,21.3
2018-05-06,21.0
2018-05-07,21.3
2018-05-08,19.8
2018-05-09,20.3
2018-05-10,21.6
2018-05-11,20.3
2018-05-12,19.5
2018-05-13,21.4
2018-05-14,26.1
2018-05-15,25.0
2018-05-16,24.4
2018-05-17,22.1
2018-05-18,24.0
2018-05-19,21.8
2018-05-20,17.6
2018-05-21,16.9
2018-05-22,19.9
2018-05-23,21.3
2018-05-24,24.6
2018-05-25,24.8
2018-05-26,25.3
2018-05-27,26.4
2018-05-28,24.1
2018-05-29,23.7
2018-05-30,25.1
2018-05-31,27.0
2018-06-01,27.3
2018-06-02,27.7
2018-06-03,25.6
2018-06-04,27.0
2018-06-05,30.5
2018-06-06,28.6
2018-06-07,26.7
2018-06-08,25.6
2018-06-09,21.5
2018-06-10,21.2
2018-06-11,22.1
2018-06-12,24.2
2018-06-13,20.8
2018-06-14,23.7
2018-06-15,24.2
2018-06-16,25.1
2018-06-17,24.3
2018-06-18,26.5
2018-06-19,27.2
2018-06-20,28.8
2018-06-21,29.0
2018-06-22,27.1
2018-06-23,29.3
2018-06-24,30.5
2018-06-25,28.2
2018-06-26,27.2
2018-06-27,30.8
2018-06-28,30.4
2018-06-29,30.0
2018-06-30,28.1
2018-07-01,25.9
2018-07-02,27.0
2018-07-03,26.7
2018-07-04,29.9
2018-07-05,28.8
2018-07-06,28.3
2018-07-07,24.9
2018-07-08,26.5
2018-07-09,25.7
2018-07-10,25.3
2018-07-11,22.2
2018-07-12,23.8
2018-07-13,26.3
2018-07-14,28.3
2018-07-15,29.7
2018-07-16,26.2
2018-07-17,24.4
2018-07-18,27.1
2018-07-19,27.4
2018-07-20,30.3
2018-07-21,31.4
2018-07-22,29.1
2018-07-23,29.6
2018-07-24,26.6
2018-07-25,28.7
2018-07-26,29.1
2018-07-27,28.4
2018-07-28,29.7
2018-07-29,30.0
2018-07-30,31.1
2018-07-31,31.8
2018-08-01,32.0
2018-08-02,31.7
2018-08-03,32.1
2018-08-04,32.1
2018-08-05,30.8
2018-08-06,26.2
2018-08-07,28.0
2018-08-08,26.0
2018-08-09,28.1
2018-08-10,29.3
2018-08-11,26.9
2018-08-12,26.4
2018-08-13,27.1
2018-08-14,26.5
2018-08-15,28.3
2018-08-16,28.3
2018-08-17,27.4
2018-08-18,24.6
2018-08-19,25.1
2018-08-20,27.6
2018-08-21,27.8
2018-08-22,25.9
2018-08-23,25.8
2018-08-24,26.4
2018-08-25,26.1
2018-08-26,27.7
2018-08-27,27.8
2018-08-28,26.0
2018-08-29,26.5
2018-08-30,23.1
2018-08-31,24.4
2018-09-01,25.0
2018-09-02,23.2
2018-09-03,26.4
2018-09-04,26.8
2018-09-05,26.0
2018-09-06,23.9
2018-09-07,22.7
2018-09-08,21.2
2018-09-09,21.6
2018-09-10,22.1
2018-09-11,22.0
2018-09-12,21.7
2018-09-13,23.0
2018-09-14,23.7
2018-09-15,22.2
2018-09-16,20.1
2018-09-17,19.1
2018-09-18,19.6
2018-09-19,18.2
2018-09-20,19.2
2018-09-21,19.7
2018-09-22,19.3
2018-09-23,17.6
2018-09-24,16.1
2018-09-25,16.9
2018-09-26,17.7
2018-09-27,16.1
2018-09-28,16.7
2018-09-29,14.6
2018-09-30,14.2
2018-10-01,20.7
2018-10-02,18.6
2018-10-03,16.7
2018-10-04,16.7
2018-10-05,16.5
2018-10-06,16.8
2018-10-07,15.9
2018-10-08,14.0
2018-10-09,11.9
2018-10-10,9.9
2018-10-11,10.0
2018-10-12,9.8
2018-10-13,11.2
2018-10-14,12.6
2018-10-15,13.2
2018-10-16,13.8
2018-10-17,10.4
2018-10-18,9.5
2018-10-19,9.6
2018-10-20,9.3
2018-10-21,10.2
2018-10-22,11.8
2018-10-23,11.7
2018-10-24,10.4
2018-10-25,10.5
2018-10-26,10.3
2018-10-27,11.4
2018-10-28,14.2
2018-10-29,10.3
2018-10-30,9.1
2018-10-31,7.6
2018-11-01,8.4
2018-11-02,7.7
2018-11-03,9.0
2018-11-04,8.9
2018-11-05,5.5
2018-11-06,5.1
2018-11-07,4.4
2018-11-08,6.9
2018-11-09,8.3
2018-11-10,7.7
2018-11-11,9.6
2018-11-12,6.3
2018-11-13,5.6
2018-11-14,6.8
2018-11-15,7.4
2018-11-16,2.7
2018-11-17,4.2
2018-11-18,4.6
2018-11-19,2.4
2018-11-20,4.2
2018-11-21,4.9
2018-11-22,1.2
2018-11-23,1.6
2018-11-24,3.7
2018-11-25,3.6
2018-11-26,2.6
2018-11-27,6.1
2018-11-28,0.4
2018-11-29,0.4
2018-11-30,0.9
2018-12-01,1.8
2018-12-02,4.9
2018-12-03,4.5
2018-12-04,0.4
2018-12-05,-2.6
2018-12-06,-3.7
2018-12-07,-7.7
2018-12-08,-7.2
2018-12-09,-8.2
2018-12-10,-6.4
2018-12-11,-3.1
2018-12-12,-4.7
2018-12-13,-1.4
2018-12-14,-5.3
2018-12-15,-4.2
2018-12-16,0.8
2018-12-17,1.7
2018-12-18,-0.5
2018-12-19,-0.8
2018-12-20,0.2
2018-12-21,3.0
2018-12-22,3.2
2018-12-23,-3.0
2018-12-24,-6.5
2018-12-25,-2.4
2018-12-26,-5.7
2018-12-27,-9.2
2018-12-28,-8.6
2018-12-29,-6.3
2018-12-30,-7.5
2018-12-31,-8.7
