date,humidity
2016-06-23,69.5
2016-06-24,44.5
2016-06-25,32.9
2016-06-26,40.8
2016-06-27,53.1
2016-06-28,87.8
2016-06-29,78.5
2016-06-30,65.9
2016-07-01,44.0
2016-07-02,58.4
2016-07-03,60.4
2016-07-04,63.8
2016-07-05,59.5
2016-07-06,53.6
2016-07-07,60.0
2016-07-08,68.0
2016-07-09,65.1
2016-07-10,59.1
2016-07-11,56.2
2016-07-12,69.8
2016-07-13,53.1
2016-07-14,53.6
2016-07-15,84.2
2016-07-16,68.7
2016-07-17,67.5
2016-07-18,77.6
2016-07-19,86.9
2016-07-20,91.6
2016-07-21,92.3
2016-07-22,83.0
2016-07-23,83.5
2016-07-24,80.1
2016-07-25,83.2
2016-07-26,59.4
2016-07-27,74.8
2016-07-28,73.8
2016-07-29,79.5
2016-07-30,85.4
2016-07-31,85.9
2016-08-01,79.3
2016-08-02,69.6
2016-08-03,69.5
2016-08-04,74.4
2016-08-05,74.9
2016-08-06,78.8
2016-08-07,74.0
2016-08-08,65.8
2016-08-09,69.4
2016-08-10,75.4
2016-08-11,74.9
2016-08-12,83.0
2016-08-13,70.6
2016-08-14,60.0
2016-08-15,68.5
2016-08-16,69.7
2016-08-17,83.6
2016-08-18,94.8
2016-08-19,68.3
2016-08-20,72.5
2016-08-21,70.8
2016-08-22,64.3
2016-08-23,69.5
2016-08-24,73.9
2016-08-25,48.8
2016-08-26,44.8
2016-08-27,49.0
2016-08-28,44.6
2016-08-29,49.9
2016-08-30,57.2
2016-08-31,38.7
2016-09-01,34.9
2016-09-02,58.2
2016-09-03,62.7
2016-09-04,70.1
2016-09-05,60.0
2016-09-06,55.2
2016-09-07,61.0
2016-09-08,55.6
2016-09-09,55.1
2016-09-10,51.3
2016-09-11,78.1
2016-09-12,69.6
2016-09-13,79.9
2016-09-14,78.5
2016-09-15,74.9
2016-09-16,78.7
2016-09-17,77.2
2016-09-18,82.5
2016-09-19,61.2
2016-09-20,62.6
2016-09-21,74.6
2016-09-22,77.9
2016-09-23,81.9
2016-09-24,76.6
2016-09-25,78.4
2016-09-26,90.7
2016-09-27,50.5
2016-09-28,48.1
2016-09-29,65.3
2016-09-30,66.4
2016-10-01,70.0
2016-10-02,72.9
2016-10-03,75.7
2016-10-04,76.4
2016-10-05,83.1
2016-10-06,87.3
2016-10-07,91.5
2016-10-08,44.7
2016-10-09,69.0
2016-10-10,78.9
2016-10-11,77.0
2016-10-12,74.6
2016-10-13,83.6
2016-10-14,88.2
2016-10-15,88.8
2016-10-16,86.1
2016-10-17,69.1
2016-10-18,85.2
2016-10-19,88.4
2016-10-20,74.6
2016-10-21,88.6
2016-10-22,65.7
2016-10-23,64.6
2016-10-24,85.1
2016-10-25,82.3
2016-10-26,54.3
2016-10-27,75.5
2016-10-28,47.6
2016-10-29,61.6
2016-10-30,55.3
2016-10-31,23.0
2016-11-01,55.8
2016-11-02,62.8
2016-11-03,81.3
2016-11-04,91.2
2016-11-05,83.1
2016-11-06,53.6
2016-11-07,49.3
2016-11-08,57.7
2016-11-09,80.2
2016-11-10,66.6
2016-11-11,73.3
2016-11-12,64.8
2016-11-13,77.7
2016-11-14,38.4
2016-11-15,54.1
2016-11-16,71.7
2016-11-17,69.0
2016-11-18,83.5
2016-11-19,69.0
2016-11-20,83.4
2016-11-21,59.5
2016-11-22,30.3
2016-11-23,34.4
2016-11-24,52.0
2016-11-25,63.1
2016-11-26,68.2
2016-11-27,46.6
2016-11-28,53.9
2016-11-29,66.6
2016-11-30,58.4
2016-12-01,40.6
2016-12-02,58.4
2016-12-03,75.3
2016-12-04,71.2
2016-12-05,48.7
2016-12-06,52.8
2016-12-07,57.5
2016-12-08,52.0
2016-12-09,40.8
2016-12-10,52.4
2016-12-11,66.2
2016-12-12,64.6
2016-12-13,36.7
2016-12-14,31.6
2016-12-15,40.5
2016-12-16,55.3
2016-12-17,67.3
2016-12-18,69.4
2016-12-19,69.9
2016-12-20,93.3
2016-12-21,83.8
2016-12-22,42.0
2016-12-23,41.9
2016-12-24,64.0
2016-12-25,73.3
2016-12-26,39.3
2016-12-27,38.5
2016-12-28,48.6
2016-12-29,36.5
2016-12-30,69.2
2016-12-31,73.3
2017-01-01,88.8
2017-01-02,64.1
2017-01-03,73.1
2017-01-04,81.9
2017-01-05,79.6
2017-01-06,76.6
2017-01-07,84.3
2017-01-08,44.5
2017-01-09,38.5
2017-01-10,30.2
2017-01-11,43.7
2017-01-12,43.0
2017-01-13,21.1
2017-01-14,31.1
2017-01-15,71.3
2017-01-16,70.3
2017-01-17,67.6
2017-01-18,41.8
2017-01-19,45.4
2017-01-20,31.3
2017-01-21,32.4
2017-01-22,33.4
2017-01-23,44.3
2017-01-24,48.6
2017-01-25,59.6
2017-01-26,52.3
2017-01-27,33.5
2017-01-28,57.1
2017-01-29,31.4
2017-01-30,21.4
2017-01-31,22.0
2017-02-01,23.3
2017-02-02,35.2
2017-02-03,41.4
2017-02-04,45.9
2017-02-05,25.2
2017-02-06,24.9
2017-02-07,56.2
2017-02-08,40.5
2017-02-09,23.0
2017-02-10,18.0
2017-02-11,23.8
2017-02-12,39.3
2017-02-13,38.6
2017-02-14,72.4
2017-02-15,61.5
2017-02-16,34.8
2017-02-17,18.3
2017-02-18,36.0
2017-02-19,37.1
2017-02-20,22.0
2017-02-21,62.3
2017-02-22,64.6
2017-02-23,31.9
2017-02-24,33.6
2017-02-25,28.3
2017-02-26,38.9
2017-02-27,44.1
2017-02-28,24.7
2017-03-01,19.6
2017-03-02,25.5
2017-03-03,42.8
2017-03-04,43.2
2017-03-05,23.3
2017-03-06,32.9
2017-03-07,24.4
2017-03-08,17.6
2017-03-09,16.4
2017-03-10,24.7
2017-03-11,24.5
2017-03-12,16.8
2017-03-13,17.7
2017-03-14,24.7
2017-03-15,39.8
2017-03-16,44.0
2017-03-17,50.6
2017-03-18,48.5
2017-03-19,56.1
2017-03-20,65.8
2017-03-21,57.0
2017-03-22,50.7
2017-03-23,71.5
2017-03-24,90.9
2017-03-25,60.2
2017-03-26,32.2
2017-03-27,31.2
2017-03-28,43.9
2017-03-29,60.8
2017-03-30,44.2
2017-03-31,28.4
2017-04-01,32.0
2017-04-02,36.5
2017-04-03,45.0
2017-04-04,51.7
2017-04-05,64.6
2017-04-06,58.2
2017-04-07,60.1
2017-04-08,51.8
2017-04-09,54.2
2017-04-10,45.6
2017-04-11,28.6
2017-04-12,32.8
2017-04-13,36.1
2017-04-14,43.0
2017-04-15,33.7
2017-04-16,47.4
2017-04-17,48.7
2017-04-18,16.5
2017-04-19,49.4
2017-04-20,46.1
2017-04-21,32.4
2017-04-22,35.1
2017-04-23,26.6
2017-04-24,29.5
2017-04-25,18.7
2017-04-26,24.3
2017-04-27,14.2
2017-04-28,15.9
2017-04-29,23.3
2017-04-30,29.1
2017-05-01,34.6
2017-05-02,42.6
2017-05-03,51.3
2017-05-04,30.4
2017-05-05,22.7
2017-05-06,27.5
2017-05-07,26.9
2017-05-08,40.1
2017-05-09,45.7
2017-05-10,44.7
2017-05-11,27.1
2017-05-12,21.6
2017-05-13,22.0
2017-05-14,26.7
2017-05-15,28.2
2017-05-16,35.4
2017-05-17,49.6
2017-05-18,51.0
2017-05-19,49.6
2017-05-20,47.1
2017-05-21,52.8
2017-05-22,80.6
2017-05-23,51.9
2017-05-24,38.5
2017-05-25,41.5
2017-05-26,45.0
2017-05-27,48.5
2017-05-28,48.9
2017-05-29,52.3
2017-05-30,68.2
2017-05-31,58.0
2017-06-01,37.9
2017-06-02,47.4
2017-06-03,48.1
2017-06-04,40.3
2017-06-05,40.4
2017-06-06,80.1
2017-06-07,56.6
2017-06-08,44.6
2017-06-09,39.5
2017-06-10,28.9
2017-06-11,33.9
2017-06-12,38.6
2017-06-13,53.4
2017-06-14,42.6
2017-06-15,32.8
2017-06-16,32.6
2017-06-17,34.8
2017-06-18,47.2
2017-06-19,48.1
2017-06-20,45.5
2017-06-21,56.8
2017-06-22,88.7
2017-06-23,93.5
2017-06-24,74.3
2017-06-25,69.5
2017-06-26,57.1
2017-06-27,60.3
2017-06-28,65.0
2017-06-29,60.4
2017-06-30,59.8
2017-07-01,60.2
2017-07-02,63.3
2017-07-03,72.2
2017-07-04,83.8
2017-07-05,77.1
2017-07-06,88.6
2017-07-07,72.9
2017-07-08,77.0
2017-07-09,66.6
2017-07-10,56.0
2017-07-11,67.0
2017-07-12,69.2
2017-07-13,71.0
2017-07-14,74.6
2017-07-15,80.2
2017-07-16,78.6
2017-07-17,77.6
2017-07-18,84.0
2017-07-19,79.6
2017-07-20,84.0
2017-07-21,92.7
2017-07-22,77.4
2017-07-23,83.0
2017-07-24,84.1
2017-07-25,72.6
2017-07-26,83.0
2017-07-27,80.6
2017-07-28,72.1
2017-07-29,74.3
2017-07-30,71.8
2017-07-31,75.4
2017-08-01,77.5
2017-08-02,85.3
2017-08-03,70.6
2017-08-04,62.5
2017-08-05,72.8
2017-08-06,62.3
2017-08-07,55.0
2017-08-08,68.4
2017-08-09,81.6
2017-08-10,78.5
2017-08-11,79.9
2017-08-12,91.5
2017-08-13,87.2
2017-08-14,77.4
2017-08-15,80.0
2017-08-16,85.6
2017-08-17,74.5
2017-08-18,84.9
2017-08-19,83.2
2017-08-20,81.6
2017-08-21,75.8
2017-08-22,87.0
2017-08-23,75.9
2017-08-24,57.0
2017-08-25,46.8
2017-08-26,57.6
2017-08-27,84.7
2017-08-28,67.6
2017-08-29,57.4
2017-08-30,73.3
2017-08-31,76.1
2017-09-01,79.7
2017-09-02,75.8
2017-09-03,73.1
2017-09-04,71.6
2017-09-05,54.3
2017-09-06,54.5
2017-09-07,67.0
2017-09-08,77.2
2017-09-09,75.1
2017-09-10,88.2
2017-09-11,64.2
2017-09-12,64.6
2017-09-13,72.9
2017-09-14,69.8
2017-09-15,71.8
2017-09-16,81.4
2017-09-17,50.6
2017-09-18,62.5
2017-09-19,46.2
2017-09-20,51.0
2017-09-21,69.2
2017-09-22,37.6
2017-09-23,64.9
2017-09-24,65.9
2017-09-25,71.5
2017-09-26,72.3
2017-09-27,75.8
2017-09-28,22.2
2017-09-29,59.5
2017-09-30,77.9
2017-10-01,50.6
2017-10-02,61.1
2017-10-03,59.4
2017-10-04,60.6
2017-10-05,67.1
2017-10-06,73.4
2017-10-07,86.7
2017-10-08,90.1
2017-10-09,93.3
2017-10-10,85.4
2017-10-11,74.2
2017-10-12,70.0
2017-10-13,73.6
2017-10-14,60.8
2017-10-15,84.8
2017-10-16,65.7
2017-10-17,81.3
2017-10-18,95.1
2017-10-19,84.7
2017-10-20,88.6
2017-10-21,76.2
2017-10-22,78.5
2017-10-23,71.7
2017-10-24,81.1
2017-10-25,87.8
2017-10-26,91.4
2017-10-27,84.3
2017-10-28,52.4
2017-10-29,25.4
2017-10-30,43.5
2017-10-31,70.3
2017-11-01,63.7
2017-11-02,52.8
2017-11-03,52.7
2017-11-04,66.4
2017-11-05,80.8
2017-11-06,79.6
2017-11-07,56.1
2017-11-08,53.5
2017-11-09,76.4
2017-11-10,30.1
2017-11-11,43.5
2017-11-12,63.2
2017-11-13,35.6
2017-11-14,27.9
2017-11-15,42.3
2017-11-16,49.5
2017-11-17,31.4
2017-11-18,21.9
2017-11-19,54.6
2017-11-20,51.7
2017-11-21,49.5
2017-11-22,24.8
2017-11-23,22.6
2017-11-24,24.9
2017-11-25,51.9
2017-11-26,29.3
2017-11-27,63.7
2017-11-28,42.1
2017-11-29,27.2
2017-11-30,33.4
2017-12-01,47.8
2017-12-02,64.8
2017-12-03,41.0
2017-12-04,22.9
2017-12-05,31.7
2017-12-06,38.2
2017-12-07,31.8
2017-12-08,34.1
2017-12-09,39.3
2017-12-10,24.2
2017-12-11,24.5
2017-12-12,29.6
2017-12-13,41.9
2017-12-14,46.4
2017-12-15,39.0
2017-12-16,26.6
2017-12-17,39.5
2017-12-18,34.6
2017-12-19,38.5
2017-12-20,41.8
2017-12-21,50.5
2017-12-22,41.5
2017-12-23,42.1
2017-12-24,25.0
2017-12-25,34.4
2017-12-26,39.0
2017-12-27,73.5
2017-12-28,74.1
2017-12-29,91.8
2017-12-30,58.5
2017-12-31,43.5
2018-01-01,42.1
2018-01-02,45.8
2018-01-03,28.3
2018-01-04,32.7
2018-01-05,40.7
2018-01-06,28.7
2018-01-07,38.8
2018-01-08,29.9
2018-01-09,28.8
2018-01-10,21.9
2018-01-11,26.7
2018-01-12,38.3
2018-01-13,48.6
2018-01-14,55.1
2018-01-15,47.9
2018-01-16,39.5
2018-01-17,38.0
2018-01-18,41.7
2018-01-19,41.7
2018-01-20,48.3
2018-01-21,47.4
2018-01-22,41.4
2018-01-23,19.2
2018-01-24,23.4
2018-01-25,28.6
2018-01-26,37.4
2018-01-27,52.5
2018-01-28,24.5
2018-01-29,25.7
2018-01-30,20.9
2018-01-31,21.1
2018-02-01,31.6
2018-02-02,24.0
2018-02-03,28.1
2018-02-04,31.3
2018-02-05,25.0
2018-02-06,35.2
2018-02-07,35.9
2018-02-08,42.6
2018-02-09,31.1
2018-02-10,21.0
2018-02-11,21.0
2018-02-12,20.9
2018-02-13,32.1
2018-02-14,24.9
2018-02-15,27.1
2018-02-16,28.9
2018-02-17,66.9
2018-02-18,56.2
2018-02-19,63.8
2018-02-20,33.9
2018-02-21,32.0
2018-02-22,21.2
2018-02-23,30.5
2018-02-24,35.2
2018-02-25,49.2
2018-02-26,50.6
2018-02-27,67.2
2018-02-28,40.4
2018-03-01,17.4
2018-03-02,36.3
2018-03-03,60.1
2018-03-04,42.8
2018-03-05,47.0
2018-03-06,51.9
2018-03-07,52.4
2018-03-08,37.4
2018-03-09,50.3
2018-03-10,46.9
2018-03-11,49.6
2018-03-12,57.3
2018-03-13,53.9
2018-03-14,66.0
2018-03-15,24.9
2018-03-16,45.1
2018-03-17,74.9
2018-03-18,73.1
2018-03-19,51.1
2018-03-20,21.2
2018-03-21,37.3
2018-03-22,38.4
2018-03-23,41.4
2018-03-24,39.1
2018-03-25,29.0
2018-03-26,43.6
2018-03-27,57.9
2018-03-28,36.3
2018-03-29,31.2
2018-03-30,29.1
2018-03-31,33.8
2018-04-01,55.7
2018-04-02,66.6
2018-04-03,47.3
2018-04-04,75.0
2018-04-05,82.1
2018-04-06,29.7
2018-04-07,23.9
2018-04-08,34.7
2018-04-09,42.0
2018-04-10,37.2
2018-04-11,31.3
2018-04-12,27.1
2018-04-13,66.0
2018-04-14,32.8
2018-04-15,22.7
2018-04-16,40.2
2018-04-17,51.9
2018-04-18,60.0
2018-04-19,63.5
2018-04-20,55.9
2018-04-21,80.8
2018-04-22,61.2
2018-04-23,61.6
2018-04-24,45.2
2018-04-25,47.0
2018-04-26,55.8
2018-04-27,46.0
2018-04-28,57.5
2018-04-29,63.1
2018-04-30,54.4
2018-05-01,60.6
2018-05-02,40.0
2018-05-03,29.8
2018-05-04,46.8
2018-05-05,40.1
2018-05-06,44.9
2018-05-07,44.4
2018-05-08,36.8
2018-05-09,39.1
2018-05-10,52.0
2018-05-11,62.2
2018-05-12,72.9
2018-05-13,62.0
2018-05-14,57.5
2018-05-15,68.8
2018-05-16,76.1
2018-05-17,74.5
2018-05-18,50.3
2018-05-19,52.6
2018-05-20,73.2
2018-05-21,82.6
2018-05-22,45.1
2018-05-23,35.9
2018-05-24,49.5
2018-05-25,53.5
2018-05-26,56.4
2018-05-27,32.7
2018-05-28,26.7
2018-05-29,31.6
2018-05-30,31.9
2018-05-31,35.7
2018-06-01,36.1
2018-06-02,37.4
2018-06-03,46.0
2018-06-04,41.2
2018-06-05,26.2
2018-06-06,33.2
2018-06-07,41.6
2018-06-08,42.9
2018-06-09,64.5
2018-06-10,66.7
2018-06-11,68.8
2018-06-12,69.7
2018-06-13,75.4
2018-06-14,63.8
2018-06-15,65.6
2018-06-16,67.0
2018-06-17,75.6
2018-06-18,67.6
2018-06-19,61.7
2018-06-20,50.2
2018-06-21,39.9
2018-06-22,53.9
2018-06-23,51.7
2018-06-24,52.2
2018-06-25,62.0
2018-06-26,71.4
2018-06-27,45.1
2018-06-28,33.7
2018-06-29,39.0
2018-06-30,55.3
2018-07-01,70.5
2018-07-02,67.6
2018-07-03,74.9
2018-07-04,60.5
2018-07-05,65.5
2018-07-06,65.1
2018-07-07,84.3
2018-07-08,82.1
2018-07-09,83.9
2018-07-10,76.7
2018-07-11,90.1
2018-07-12,86.6
2018-07-13,82.7
2018-07-14,77.8
2018-07-15,74.8
2018-07-16,91.0
2018-07-17,95.7
2018-07-18,89.5
2018-07-19,88.6
2018-07-20,78.9
2018-07-21,73.0
2018-07-22,75.5
2018-07-23,72.5
2018-07-24,88.3
2018-07-25,71.9
2018-07-26,64.3
2018-07-27,76.6
2018-07-28,71.6
2018-07-29,73.4
2018-07-30,73.5
2018-07-31,69.7
2018-08-01,71.2
2018-08-02,71.0
2018-08-03,66.2
2018-08-04,66.3
2018-08-05,73.3
2018-08-06,81.1
2018-08-07,82.6
2018-08-08,91.2
2018-08-09,78.4
2018-08-10,74.6
2018-08-11,85.2
2018-08-12,86.1
2018-08-13,87.1
2018-08-14,85.9
2018-08-15,69.7
2018-08-16,56.1
2018-08-17,69.9
2018-08-18,77.8
2018-08-19,79.9
2018-08-20,72.3
2018-08-21,57.7
2018-08-22,68.6
2018-08-23,66.3
2018-08-24,57.5
2018-08-25,67.0
2018-08-26,67.6
2018-08-27,65.3
2018-08-28,74.8
2018-08-29,56.8
2018-08-30,80.6
2018-08-31,71.0
2018-09-01,73.2
2018-09-02,85.4
2018-09-03,56.2
2018-09-04,37.1
2018-09-05,49.9
2018-09-06,41.0
2018-09-07,36.5
2018-09-08,46.2
2018-09-09,62.3
2018-09-10,63.2
2018-09-11,63.9
2018-09-12,75.1
2018-09-13,74.1
2018-09-14,75.6
2018-09-15,47.0
2018-09-16,43.6
2018-09-17,52.9
2018-09-18,62.6
2018-09-19,74.0
2018-09-20,73.1
2018-09-21,40.3
2018-09-22,27.1
2018-09-23,37.8
2018-09-24,54.3
2018-09-25,64.4
2018-09-26,67.1
2018-09-27,78.5
2018-09-28,78.4
2018-09-29,55.5
2018-09-30,52.5
2018-10-01,32.0
2018-10-02,44.4
2018-10-03,57.9
2018-10-04,67.9
2018-10-05,76.2
2018-10-06,32.3
2018-10-07,26.0
2018-10-08,43.6
2018-10-09,34.0
2018-10-10,41.7
2018-10-11,48.9
2018-10-12,65.4
2018-10-13,70.2
2018-10-14,76.2
2018-10-15,82.6
2018-10-16,70.7
2018-10-17,61.8
2018-10-18,61.8
2018-10-19,64.7
2018-10-20,69.7
2018-10-21,76.0
2018-10-22,62.1
2018-10-23,45.0
2018-10-24,62.1
2018-10-25,69.7
2018-10-26,17.5
2018-10-27,30.0
2018-10-28,25.7
2018-10-29,27.3
2018-10-30,45.5
2018-10-31,57.1
2018-11-01,60.0
2018-11-02,74.5
2018-11-03,73.9
2018-11-04,77.4
2018-11-05,71.4
2018-11-06,54.2
2018-11-07,60.4
2018-11-08,61.1
2018-11-09,42.9
2018-11-10,33.8
2018-11-11,48.6
2018-11-12,72.3
2018-11-13,85.9
2018-11-14,89.2
2018-11-15,53.5
2018-11-16,28.9
2018-11-17,41.1
2018-11-18,39.9
2018-11-19,50.7
2018-11-20,45.9
2018-11-21,33.2
2018-11-22,42.3
2018-11-23,50.1
2018-11-24,51.6
2018-11-25,53.5
2018-11-26,73.8
2018-11-27,21.2
2018-11-28,42.4
2018-11-29,52.5
2018-11-30,59.5
2018-12-01,69.7
2018-12-02,87.3
2018-12-03,29.2
2018-12-04,20.0
2018-12-05,46.7
2018-12-06,18.9
2018-12-07,15.7
2018-12-08,19.3
2018-12-09,42.6
2018-12-10,45.3
2018-12-11,20.4
2018-12-12,28.3
2018-12-13,25.3
2018-12-14,46.0
2018-12-15,50.7
2018-12-16,38.0
2018-12-17,29.3
2018-12-18,41.4
2018-12-19,46.7
2018-12-20,50.4
2018-12-21,41.1
2018-12-22,33.2
2018-12-23,14.9
2018-12-24,38.0
2018-12-25,26.4
2018-12-26,19.8
2018-12-27,12.4
2018-12-28,16.4
2018-12-29,18.7
2018-12-30,28.5
2018-12-31,40.6
