date,predicted_precipitation
2023-09-01,1.7372482536412914
2023-10-01,5.353813360152628
2023-11-01,2.5345350798648747
2023-12-01,1.6273615766232248
2024-01-01,0.5688575530320251
2024-02-01,-0.28976737601226477
2024-03-01,-0.5028092147979938
2024-04-01,-0.541697857583782
2024-05-01,-0.3826645114288509
2024-06-01,-0.3698291694055995
2024-07-01,0.1328612504635468
2024-08-01,0.44579554620635403
