date,predicted_windspeed
2023-09-01,11.98858956615319
2023-10-01,15.674105062440484
2023-11-01,15.341505661051142
2023-12-01,10.82737197734283
2024-01-01,10.637045547191995
2024-02-01,13.682759767528484
2024-03-01,14.025180367234984
2024-04-01,9.617847167147374
2024-05-01,7.1181360790625865
2024-06-01,7.451123413889226
2024-07-01,7.2065153547562115
2024-08-01,8.139833434663437
